name,entry_name,transmembrane,secretion,peripheral,integrin_interaction,secreted_highlight,secreted_desc,transporter,other,other_desc,tags,tags_description,tags_reason
P25106,ACKR3_HUMAN,True,False,False,False,False,,False,True,CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot),To_comment,CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot),Receptor_add
P06731,CEAM5_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P29323,EPHB2_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P31997,CEAM8_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P40199,CEAM6_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P54756,EPHA5_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P54760,EPHB4_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P57087,JAM2_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
Q15375,EPHA7_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
Q8N6Q3,CD177_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Adhesion_add
P54753,EPHB3_HUMAN,True,False,False,False,False,,False,False,,To_comment,Migration,Adhesion_add
P16471,PRLR_HUMAN,True,True,False,False,False,,False,False,,To_add,cytokine_receptor,
Q14627,I13R2_HUMAN,True,False,False,False,False,,False,False,,To_add,cytokine_receptor,
P16284,PECA1_HUMAN,True,False,False,False,False,,False,False,,,,
O75144,ICOSL_HUMAN,True,False,False,False,False,,False,False,,To_add|To_comment,Iglike,Extracellular_add
P13747,HLAE_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike,Extracellular_add
P17693,HLAG_HUMAN,True,False,False,False,False,,False,True,,To_add | To_comment,Iglike,Extracellular_add | Receptor_add
P30511,HLAF_HUMAN,True,False,False,False,False,,False,True,HLA,To_add,Iglike,
P32942,ICAM3_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike,Extracellular_add
P33681,CD80_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike,Extracellular_add
P36888,FLT3_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike,Extracellular_add
P59901,LIRA4_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
Q01973,ROR1_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
Q12866,MERTK_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
Q13332,PTPRS_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
Q15116,PDCD1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Uniprot description,Iglike | Receptor | Extracellular_add
Q16288,NTRK3_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
Q8N423,LIRB2_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
Q8TDQ0,HAVR2_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike. Cell surface receptor implicated in modulating innate and adaptive immune responses (uniprot),Receptor_add | Extracellular_add
Q9P1W8,SIRPG_HUMAN,True,False,False,False,False,,False,False,,To_add,Iglike,
P10747,CD28_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike,Extracellular_add
P05362,ICAM1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | ligandIUPHAR,
P13598,ICAM2_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | ligandIUPHAR,Extracellular_add
P19320,VCAM1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | ligandIUPHAR,
O95727,CRTAM_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | Possible_receptor,Extracellular_add
P40200,TACT_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | Receptor_add,Receptor_add | Extracellular_add
P78324,SHPS1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | Receptor_add,Receptor_add | Extracellular_add
P06729,CD2_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Iglike | Receptor_add,Receptor_add
Q13705,AVR2B_HUMAN,True,False,False,False,False,,False,False,,,IUPHAR,
O00175,CCL24_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O00182,LEG9_HUMAN,False,True,True,False,True,Immune-related,False,False,,To_comment,Ligand for HAVCR2/TIM3 (uniprot),secretedhigh_add | peripheral_add
O00230,CORT_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
O00253,AGRP_HUMAN,False,True,False,False,False,,False,False,,,,
O00585,CCL21_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O00626,CCL22_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O00755,WNT7A_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
O14511,NRG2_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
O14625,CXL11_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O14788,TNF11_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
O14793,GDF8_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
O14944,EREG_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
O15123,ANGP2_HUMAN,False,True,False,False,False,,False,False,,,,
O15444,CCL25_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O15467,CCL16_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O15520,FGF10_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
O43508,TNF12_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
O43555,GON2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
O43557,TNF14_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
O43915,VEGFD_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
O43921,EFNA2_HUMAN,True,False,False,False,False,,False,False,,To_comment,ligandIUPHAR,extracellular_add
O43927,CXL13_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O60383,GDF9_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
O60542,PSPN_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
O75888,TNF13_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O95150,TNF15_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
O95390,GDF11_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
O95393,BMP10_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
O95399,UTS2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
O95760,IL33_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
O95972,BMP15_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P00734,THRB_HUMAN,False,True,False,False,False,,False,False,,,,
P01019,ANGT_HUMAN,False,True,False,False,False,,False,False,,,,
P01024,CO3_HUMAN,False,True,False,False,False,,False,False,,,,
P01031,CO5_HUMAN,False,True,False,False,False,,False,False,,,,
P01042,KNG1_HUMAN,False,True,False,False,False,,False,False,,,,
P01127,PDGFB_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P01135,TGFA_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
P01137,TGFB1_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P01138,NGF_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P01160,ANF_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01185,NEU2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01189,COLI_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01210,PENK_HUMAN,False,True,False,False,False,,False,False,,,,
P01215,GLHA_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01225,FSHB_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01236,PRL_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01241,SOMA_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01242,SOM2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01258,CALC_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01270,PTHY_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01275,GLUC_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01282,VIP_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01286,SLIB_HUMAN,False,True,False,False,False,,False,False,,,,
P01298,PAHO_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01308,INS_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01344,IGF2_HUMAN,False,True,False,False,True,Growthfactor | Hormone,False,False,,,,
P01350,GAST_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P01374,TNFB_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01375,TNFA_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
P01562,IFNA1_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01563,IFNA2_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01566,IFN10_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01567,IFNA7_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01568,IFN21_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01569,IFNA5_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01570,IFN14_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01571,IFN17_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01574,IFNB_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01579,IFNG_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01583,IL1A_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01584,IL1B_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P01588,EPO_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P02452,CO1A1_HUMAN,False,True,False,False,False,,False,False,,,collagen,
P02458,CO2A1_HUMAN,False,True,False,False,False,,False,False,,,collagen,
P02461,CO3A1_HUMAN,False,True,False,False,False,,False,False,,,collagen,
P02462,CO4A1_HUMAN,False,True,False,False,False,,False,False,,,collagen,
P02751,FINC_HUMAN,False,True,False,False,False,,False,False,,,,
P02775,CXCL7_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P02776,PLF4_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P02778,CXL10_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P03971,MIS_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P04004,VTNC_HUMAN,False,True,False,False,False,,False,False,,,,
P04083,ANXA1_HUMAN,False,True,True,False,False,,False,False,,,,
P04085,PDGFA_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P04090,REL2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P04141,CSF2_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P04275,VWF_HUMAN,False,True,False,False,False,,False,False,,,,
P04628,WNT1_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P04808,REL1_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P05000,IFNW1_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P05013,IFNA6_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P05014,IFNA4_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P05015,IFN16_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P05019,IGF1_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P05067,A4_HUMAN,True,False,False,False,False,,False,False,,To_add,ligandIUPHAR,
P05112,IL4_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P05113,IL5_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P05230,FGF1_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P05231,IL6_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P06307,CCKN_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P06850,CRF_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P07225,PROS_HUMAN,False,True,False,False,False,,False,False,,,,
P07492,GRP_HUMAN,False,True,False,False,False,,False,False,,,,
P07602,SAP_HUMAN,False,True,False,False,False,,False,False,,,,
P08253,MMP2_HUMAN,False,True,False,False,False,,False,False,,,,
P08476,INHBA_HUMAN,False,True,False,False,True,Growthfactor | Hormone,False,False,,,,
P08620,FGF4_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P08700,IL3_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P09038,FGF2_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P09341,GROA_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P09529,INHBB_HUMAN,False,True,False,False,True,Growthfactor | Hormone,False,False,,,,
P09544,WNT2_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P09603,CSF1_HUMAN,True,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P09681,GIP_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P09683,SECR_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P09919,CSF3_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P0C0P6,NPS_HUMAN,False,True,False,False,False,,False,False,,,,
P0DJI8,SAA1_HUMAN,False,True,False,False,False,,False,False,,,,
P0DMC3,ELA_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P10082,PYY_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P10092,CALCB_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P10145,IL8_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P10147,CCL3_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P10451,OSTP_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P10767,FGF6_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P10997,IAPP_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P11487,FGF3_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P12034,FGF5_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P12272,PTHR_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P12643,BMP2_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P12644,BMP4_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P12645,BMP3_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P13232,IL7_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P13236,CCL4_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P13500,CCL2_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P13501,CCL5_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P13725,ONCM_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P15018,LIF_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P15248,IL9_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P15692,VEGFA_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P16860,ANFB_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P18075,BMP7_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P18509,PACA_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P18510,IL1RA_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P19875,CXCL2_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P19876,CXCL3_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P20783,NTF3_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P20800,EDN2_HUMAN,False,True,False,False,False,,False,False,,,,
P20809,IL11_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P20827,EFNA1_HUMAN,True,True,False,False,False,,False,False,,To_comment,ligandIUPHAR,extracellular_add
P21583,SCF_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
P21781,FGF7_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P22003,BMP5_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P22004,BMP6_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P22301,IL10_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P22362,CCL1_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P22466,GALA_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P23510,TNFL4_HUMAN,True,False,False,False,False,,False,False,,To_add,ligandIUPHAR,
P23560,BDNF_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P23582,ANFC_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P26441,CNTF_HUMAN,False,True,False,False,True,cytokine,False,False,,To_add,ligandIUPHAR,
P27539,GDF1_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P29965,CD40L_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
P30990,NEUT_HUMAN,False,True,False,False,False,,False,False,,,,
P31371,FGF9_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P32881,IFNA8_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P32971,TNFL8_HUMAN,True,False,False,False,False,,False,False,,To_add,ligandIUPHAR,
P34130,NTF4_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P35070,BTC_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
P35225,IL13_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P35318,ADML_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P39905,GDNF_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P40225,TPO_HUMAN,False,True,False,False,True,Cytokine | Hormone,False,False,,,,
P40933,IL15_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P41159,LEP_HUMAN,False,True,False,False,False,,False,False,,,,
P41221,WNT5A_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P41273,TNFL9_HUMAN,True,True,False,False,True,cytokine,False,False,,To_add,ligandIUPHAR,
P42830,CXCL5_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P43026,GDF5_HUMAN,True,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P47992,XCL1_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P48023,TNFL6_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
P48061,SDF1_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P48645,NMU_HUMAN,False,True,False,False,False,,False,False,,,,
P49763,PLGF_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P49765,VEGFB_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P49767,VEGFC_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P49771,FLT3L_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
P50591,TNF10_HUMAN,True,True,False,False,True,cytokine,False,False,,To_add,ligandIUPHAR,
P51460,INSL3_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P51671,CCL11_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P52797,EFNA3_HUMAN,True,False,False,False,False,,False,False,,To_comment,,extracellular_add
P52798,EFNA4_HUMAN,True,True,False,False,False,,False,False,,,,
P52799,EFNB2_HUMAN,True,False,False,False,False,,False,False,,To_add,ligandIUPHAR,
P52803,EFNA5_HUMAN,True,False,False,False,False,,False,False,,To_comment,,extracellular_add
P53621,COPA_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P55075,FGF8_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P55089,UCN1_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P55103,INHBC_HUMAN,False,True,False,False,True,Growthfactor | Hormone,False,False,,,,
P55107,GDF10_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P55773,CCL23_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P55774,CCL18_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P56703,WNT3_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P56704,WNT3A_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P56705,WNT4_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P56706,WNT7B_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
P56975,NRG3_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
P58166,INHBE_HUMAN,False,True,False,False,True,Growthfactor | Hormone,False,False,,,,
P60568,IL2_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
P61366,OSTN_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P61812,TGFB2_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
P78423,X3CL1_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
P78556,CCL20_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P80075,CCL8_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P80098,CCL7_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P80162,CXCL6_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
P81277,PRRP_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
P83859,OX26_HUMAN,False,True,False,False,False,,False,False,,,,
Q02297,NRG1_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
Q02747,GUC2A_HUMAN,False,True,False,False,False,,False,False,,,,
Q06643,TNFC_HUMAN,False,False,True,False,False,,False,False,,To_add,ligandIUPHAR,
Q07325,CXCL9_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q13007,IL24_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q13477,MADCA_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,ligandIUPHAR,extracellular_add
Q14116,IL18_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q14393,GAS6_HUMAN,False,True,False,False,False,,False,False,,,,
Q14406,CSHL_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q15389,ANGP1_HUMAN,False,True,False,False,False,,False,False,,,,
Q15726,KISS1_HUMAN,False,True,False,False,False,,False,False,,,,
Q15848,ADIPO_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q16552,IL17_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q16627,CCL14_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q16661,GUC2B_HUMAN,False,True,False,False,False,,False,False,,,,
Q16663,CCL15_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q2I0M5,RSPO4_HUMAN,False,True,False,False,False,,False,False,,,,
Q2MKA7,RSPO1_HUMAN,False,True,False,False,False,,False,False,,,,
Q5H8A3,NMS_HUMAN,False,True,False,False,False,,False,False,,,,
Q5T4W7,ARTN_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
Q6KF10,GDF6_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
Q6UW88,EPGN_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
Q6UWT2,ENHO_HUMAN,False,True,False,False,False,,False,False,,,,
Q6UXB2,VCC1_HUMAN,False,True,False,False,False,,False,False,,,,
Q6UXX9,RSPO2_HUMAN,False,True,False,False,False,,False,False,,,,
Q765I0,UTS2B_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q7Z4H4,ADM2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q7Z4P5,GDF7_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
Q7Z5Y6,BMP8A_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
Q7Z6A9,BTLA_HUMAN,True,False,False,False,False,,False,False,,To_add,ligandIUPHAR,extracellular_add
Q8IU54,IFNL1_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q8IZI9,IFNL3_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q8IZJ0,IFNL2_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q8N729,NPW_HUMAN,False,True,False,False,False,,False,False,,,,
Q8NG41,NPB_HUMAN,False,True,False,False,False,,False,False,,,,
Q8WWG1,NRG4_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
Q8WXF3,REL3_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q92583,CCL17_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q92838,EDA_HUMAN,True,True,False,False,False,,False,False,,,,
Q93097,WNT2B_HUMAN,False,True,False,False,True,CellSignal_WNT,False,False,,,,
Q969D9,TSLP_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q969E3,UCN3_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q96PD4,IL17F_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q96RP3,UCN2_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q99075,HBEGF_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
Q99616,CCL13_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q99731,CCL19_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q99748,NRTN_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
Q99969,RARR2_HUMAN,False,True,False,False,False,,False,False,,,,
Q9BXY4,RSPO3_HUMAN,False,True,False,False,False,,False,False,,,,
Q9GZP0,PDGFD_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
Q9GZV9,FGF23_HUMAN,False,True,False,False,True,Growthfactor,False,False,,,,
Q9GZX6,IL22_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9H293,IL25_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9H2A7,CXL16_HUMAN,True,True,False,False,True,Cytokine,False,False,,,,
Q9HBE4,IL21_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9HC23,PROK2_HUMAN,False,True,False,False,False,,False,False,,,,
Q9HCQ7,NPVF_HUMAN,False,True,False,False,False,,False,False,,,,
Q9NR23,GDF3_HUMAN,False,True,False,False,True,Growthfactor | Cytokine,False,False,,,,
Q9NR61,DLL4_HUMAN,True,False,False,False,False,,False,False,,To_comment,ligandIUPHAR,extracellular_add
Q9NRA1,PDGFC_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
Q9NRJ3,CCL28_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9NYY1,IL20_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9NZH6,IL37_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9NZH7,IL36B_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9NZH8,IL36G_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9NZQ7,PD1L1_HUMAN,True,False,False,False,False,,False,False,,To_comment,ligandIUPHAR,extracellular_add
Q9P0M4,IL17C_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9P0W0,IFNK_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9UBC7,GALP_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q9UBD3,XCL2_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9UBD9,CLCF1_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9UBH0,I36RA_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
