name,entry_name,transmembrane,secretion,peripheral,integrin_interaction,secreted_highlight,secreted_desc,transporter,other,other_desc,tags,tags_description,tags_reason
Q9HC73,CRLF2_HUMAN,True,True,False,False,False,,False,False,,,,
Q9HC97,GPR35_HUMAN,True,False,False,False,False,,False,False,,,,
Q9HD89,RETN_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q9NNX6,CD209_HUMAN,True,True,False,False,False,,False,False,,,,
Q9NPB9,ACKR4_HUMAN,True,False,False,False,False,,False,False,,,,
Q9NPG1,FZD3_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9NPH9,IL26_HUMAN,False,True,False,False,True,Cytokine,False,False,,,,
Q9NQS3,PVRL3_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9NSD7,RL3R1_HUMAN,True,False,False,False,False,,False,False,,,,
Q9NZN1,IRPL1_HUMAN,True,False,False,False,False,,False,False,,,,
Q9P218,COKA1_HUMAN,False,True,False,False,False,,False,False,,,Collagen,
Q9P296,C5AR2_HUMAN,True,False,False,False,False,,False,False,,,,
Q9UHP7,CLC2D_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9UKJ1,PILRA_HUMAN,True,True,False,False,False,,False,False,,,,
Q9UKP6,UR2R_HUMAN,True,False,False,False,False,,False,False,,,,
Q9ULL4,PLXB3_HUMAN,True,False,False,False,False,,False,False,,,,
Q9ULV1,FZD4_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9ULW2,FZD10_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9UM47,NOTC3_HUMAN,True,False,False,False,False,,False,False,,,,
Q9UM73,ALK_HUMAN,True,False,False,False,False,,False,False,,,,
Q9UMD9,COHA1_HUMAN,False,True,False,False,False,,False,False,,,Collagen,
Q9UP38,FZD1_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9Y4D7,PLXD1_HUMAN,True,False,False,False,False,,False,False,,,,
Q9Y581,INSL6_HUMAN,False,True,False,False,True,Hormone,False,False,,,,
Q9Y5U5,TNR18_HUMAN,True,True,False,False,False,,False,False,,,,
Q9Y624,JAM1_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q9Y6Q6,TNR11_HUMAN,True,False,False,False,False,,False,False,,,,
P00533,EGFR_HUMAN,True,True,False,False,False,,False,False,,,,
P06213,INSR_HUMAN,True,False,False,False,False,,False,False,,,,
P06239,LCK_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
P07333,CSF1R_HUMAN,True,False,False,False,False,,False,False,,,,
P08069,IGF1R_HUMAN,True,False,False,False,False,,False,False,,,,
P10721,KIT_HUMAN,True,False,False,False,False,,False,False,,,,
P16234,PGFRA_HUMAN,True,False,False,False,False,,False,False,,,,
P16410,CTLA4_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
P19235,EPOR_HUMAN,True,True,False,False,False,,False,False,,,,
P19438,TNR1A_HUMAN,True,True,False,False,False,,False,False,,,,
P22607,FGFR3_HUMAN,True,True,False,False,True,Growthfactor,False,False,,,,
P25445,TNR6_HUMAN,True,True,False,False,False,,False,False,,,,
P26718,NKG2D_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
P30203,CD6_HUMAN,True,True,False,False,False,,False,False,,,,
P35968,VGFR2_HUMAN,True,True,False,False,False,,False,False,,,,
P46531,NOTC1_HUMAN,True,False,False,False,False,,False,False,,,,
Q02763,TIE2_HUMAN,True,True,False,False,False,,False,False,,,,
Q07954,LRP1_HUMAN,True,False,False,False,False,,False,False,,,,
Q10589,BST2_HUMAN,True,False,False,False,False,,False,False,,,,
Q16620,NTRK2_HUMAN,True,False,False,False,False,,False,False,,,,
Q29980,MICB_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
Q29983,MICA_HUMAN,True,False,False,False,False,,False,False,,,,
Q93038,TNR25_HUMAN,True,True,False,False,False,,False,False,,,,
Q99523,SORT_HUMAN,True,False,False,False,False,,False,False,,,,
Q9BZW8,CD244_HUMAN,True,False,False,False,False,,False,False,,To_comment,,Extracellular_add
P34925,RYK_HUMAN,True,False,False,False,False,,False,False,,To_remove,no ensembl,
O15197,EPHB6_HUMAN,True,True,False,False,False,,False,True,,To_remove,no ensembl,
P25063,CD24_HUMAN,True,False,False,False,False,,False,True,cancer antigen,,cancer antigen,
Q92478,CLC2B_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. NK cell signalling. Reviewed in PMID:24987108,Extracellular_add
P49913,CAMP_HUMAN,False,True,False,False,False,,False,True,,To_remove,no ensembl,
P26927,HGFL_HUMAN,False,True,False,False,False,,False,True,,To_remove,no ensembl,
HLAA,HLAA,True,False,False,False,False,,False,False,,,,
HLAC,HLAC,True,False,False,False,False,,False,False,,,,
HLAB,HLAB,True,False,False,False,False,,False,False,,,,
P07996,TSP1_HUMAN,False,False,True,False,False,,False,False,,To_add | To_comment,Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions (uniprot),Extracellular_add
P21854,CD72_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Plays a role in B-cell proliferation and differentiation (uniprot),Extracellular_add
P46379,BAG6_HUMAN,False,False,True,False,False,,False,False,,To_add | To_comment,complex,Extracellular_add
P32970,CD70_HUMAN,False,True,False,False,True,Cytokine,False,False,,To_add | To_comment,Cytokine that binds to CD27 (uniprot),secreted_highlight
P01133,EGF_HUMAN,False,True,False,False,True,Growthfactor,False,False,,To_add | To_comment,Uniprot: EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture. ,secreted_add | secreted_high| extracellular _add
P15514,AREG_HUMAN,False,True,False,False,True,Growthfactor,False,False,,To_add | To_comment,"Uniprot: Ligand of the EGF receptor/EGFR. Autocrine growth factor as well as a mitogen for a broad range of target cells including astrocytes, Schwann cells and fibroblasts.",secreted_add | secreted_high | extracellular_add
O60486,PLXC1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,"Uniprot: Receptor for SEMA7A, for smallpox semaphorin A39R, vaccinia virus semaphorin A39R and for herpesvirus Sema protein",transmembrane_add | receptor_add | extracellular_add
P80370,DLK1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,,transmembrane_add | extracellular_add
P49961,ENTP1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,,transmembrane_add | extracellular_add
P11717,MPRI_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,,transmembrane_add | receptor_add | extracellular_add
Q9Y219,JAG2_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Uniprot:Putative Notch ligand involved in the mediation of Notch signaling. ,transmembrane_add | extracellular_add
Q9NYJ7,DLL3_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,,transmembrane_add | extracellular_add
P78504,JAG1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,,transmembrane_add | extracellular_add
P98172,EFNB1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Uniprot: Binds to the receptor tyrosine kinases EPHB1 and EPHA1.,transmembrane_add | extracellular_add
P14210,HGF_HUMAN,False,True,False,False,True,Growthfactor,False,False,,To_add | To_comment,"Uniprot: Potent mitogen for mature parenchymal hepatocyte cells, seems to be a hepatotrophic factor, and acts as a growth factor for a broad spectrum of tissues and cell types.",secreted_add | secreted_high | extracellular_add
P08581,MET_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,,transmembrane_add | receptor_add | extracellular_add
Q6UXV0,GFRAL_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,Uniprot:Brainstem-restricted receptor for GDF15,transmembrane_add | receptor_add | extracellular_add
Q9NRV9,HEBP1_HUMAN,True,False,False,False,False,,False,False,,To_add | To_comment,"Genecards: This protein includes a natural chemoattractant peptide of 21 amino acids at the N-terminus, which is a natural ligand for formyl peptide receptor-like receptor 2 (FPRL2) ",transmembrane_add | extracellular_add
O43612,OREX_HUMAN,False,True,False,False,False,,False,False,,To_add | To_comment,Genecards: hypothalamic neuropeptide precursor protein,secreted_add | extracellular_add
Q92896,GSLG1_HUMAN,True,False,False,False,False,,False,False,False,To_add | To_comment,Uniprot: Binds E-selectin,transmembrane_add | extracellular_add
P16150,LEUK_HUMAN,True,False,False,False,False,,False,False,False,To_add | To_comment,Uniprot: cell surface sialoprotein,transmembrane_add | extracellular_add
P08575,PTPRC_HUMAN,True,False,False,False,False,,False,False,False,To_add | To_comment,Uniprot: Protein tyrosine-protein phosphatase required for T-cell activation ,transmembrane_add | extracellular_add
IL17 AF,,False,True,False,False,True,Cytokine,False,False,,,,
IL17 receptor AC,,True,False,False,False,False,,False,False,,,,
aVb6 complex,,True,False,False,True,False,,False,False,,,,
TGFR_AVR2B,,True,False,False,False,False,,False,False,,,,
IL3 receptor,,True,False,False,False,False,,False,False,,,,
LIFR,,True,False,False,False,False,,False,False,,,,
BMR1B_AVR2B,,True,False,False,False,False,,False,False,,,,
Type III IFNR,,True,False,False,False,False,,False,False,,,,
Activin ligand ab,,False,True,False,False,True,TGFb,False,False,,,,
IL27,,False,True,False,False,True,Cytokine receptor IL6 family,False,False,,,,
CD94:NKG2A,,True,False,False,False,False,,False,False,,,,
IL4 receptor,,True,False,False,False,False,,False,False,,,,
IL15 receptor,,True,False,False,False,False,,False,False,,,,
IL1 receptor inhibitor,,True,False,False,False,False,,False,False,,,,
PlexinA1_complex1,,True,False,False,False,False,,False,False,,,,
a4b7 complex,,True,False,False,True,False,,False,False,,,,
MIS receptor 3,,True,False,False,False,False,,False,False,,,,
a11b1 complex,,True,False,False,True,False,,False,False,,,,
ACVR_1A2A receptor,,True,False,False,False,False,,False,False,,,,
IL17 receptor AB,,True,False,False,False,False,,False,False,,,,
a6b4 complex,,True,False,False,True,False,,False,False,,,,
IL36 receptor,,True,False,False,False,False,,False,False,,,,
aXb2 complex,,True,False,False,True,False,,False,False,,,,
Type I IFNR,,True,False,False,False,False,,False,False,,,,
a8b1 complex,,True,False,False,True,False,,False,False,,,,
SIRB1 complex,,True,False,False,False,False,,False,False,,,,
a1b1 complex,,True,False,False,True,False,,False,False,,,,
IL12 receptor,,True,False,False,False,False,,False,False,,,,
PlexinA4_complex1,,True,False,False,False,False,,False,False,,,,
aVb5 complex,,True,False,False,True,False,,False,False,,,,
BMR1A_AVR2B,,True,False,False,False,False,,False,False,,,,
GMCSFR,,True,False,False,False,False,,False,False,,,,
a6b1 complex,,True,False,False,True,False,,False,False,,,,
ACVR1_BMPR2,,True,False,False,False,False,,False,False,,,,
MIS receptor 2,,True,False,False,False,False,,False,False,,,,
TGFbeta receptor2,,True,False,False,False,False,,False,False,,,,
RET receptor 1,,True,False,False,False,False,,False,False,,,,
ACVL1_BMPR2,,True,False,False,False,False,,False,False,,,,
IL35 receptor,,True,False,False,False,False,,False,False,,,,
PlexinA1_complex3,,True,False,False,False,False,,False,False,,,,
IL13 receptor,,True,False,False,False,False,,False,False,,,,
RET receptor 2,,True,False,False,False,False,,False,False,,,,
ACVR_1B2B receptor,,True,False,False,False,False,,False,False,,,,
IL17 receptor AE,,True,False,False,False,False,,False,False,,,,
FLT1 complex,,True,False,False,False,False,,False,True,Migration,,,
IL21 receptor,,True,False,False,False,False,,False,False,,,,
CNTF-1R,,True,False,False,False,False,,False,False,,,,
NODAL receptor,,True,False,False,False,False,,False,False,,,,
IL12,,False,True,False,False,True,"Cytokine receptor IL6 family, IL12 subfamily",False,False,,,,
IL33 receptor,,True,False,False,False,False,,False,False,,,,
IL2 receptor_I,,True,False,False,False,False,,False,False,,,,
IL2 receptor_HA,,True,False,False,False,False,,False,False,,,,
PlexinA3_complex1,,True,False,False,False,False,,False,False,,,,
IL18 receptor,,True,False,False,False,False,,False,False,,,,
a3b1 complex,,True,False,False,True,False,,False,False,,,,
a2Bb3 complex,,True,False,False,True,False,,False,False,,,,
CD94:NKG2C,,True,False,False,False,False,,False,False,,,,
BMPR1B_BMPR2,,True,False,False,False,False,,False,False,,,,
IL11 receptor,,True,False,False,False,False,,False,False,,,,
a10b1 complex,,True,False,False,True,False,,False,False,,,,
IL23 receptor,,True,False,False,False,False,,False,False,,,,
fibrinogen,,False,False,True,False,False,,False,False,,,,
IL22 receptor,,True,False,False,False,False,,False,False,,,,
a7b1 complex,,True,False,False,True,False,,False,False,,,,
RET receptor 4,,True,False,False,False,False,,False,False,,,,
FcRn complex,,True,False,False,False,False,,False,True,"transports immunoglobulin G (IgG) across epithelia,",,,
IL35,,False,True,False,False,True,Cytokine receptor,False,False,,,,
aDb2 complex,,True,False,False,True,False,,False,False,,,,
IL20 receptor Type I,,True,False,False,False,False,,False,False,,,,
MIS receptor 1,,True,False,False,False,False,,False,False,,,,
Type II IFNR,,True,False,False,False,False,,False,False,,,,
a4b1 complex,,True,False,False,True,False,,False,False,,,,
TSLPR,,True,False,False,False,False,,False,False,,,,
BMR1A_ACR2A,,True,False,False,False,False,,False,False,,,,
TGFbeta receptor1,,True,False,False,False,False,,False,False,,,,
OSMR,,True,False,False,False,False,,False,False,,,,
TGFR_AVR2A,,True,False,False,False,False,,False,False,,,,
a9b1 complex,,True,False,False,True,False,,False,False,,,,
aVb3 complex,,True,False,False,True,False,,False,False,,,,
ACVR_1B2A receptor,,True,False,False,False,False,,False,False,,,,
BMPR1A_BMPR2,,True,False,False,False,False,,False,False,,,,
ACVR_1C2A receptor,,True,False,False,False,False,,False,False,,,,
Glycoprotein Ib  complex,,True,False,False,False,False,,False,False,,,,
IL37 receptor,,True,False,False,False,False,,False,False,,,,
a2b1 complex,,True,False,False,True,False,,False,False,,,,
IL9 receptor,,True,False,False,False,False,,False,False,,,,
IL6 receptor,,True,False,False,False,False,,False,False,,,,
IL5 receptor,,True,False,False,False,False,,False,False,,,,
PlexinA2_complex1,,True,False,False,False,False,,False,False,,,,
BMR1B_AVR2A,,True,False,False,False,False,,False,False,,,,
IL27 receptor,,True,False,False,False,False,,False,False,,,,
TGFR_BMPR2,,True,False,False,False,False,,False,False,,,,
IL28 receptor,,True,False,False,False,False,,False,False,,,,
PlexinA1_complex2,,True,False,False,False,False,,False,False,,,,
ACVR_1A2B receptor,,True,False,False,False,False,,False,False,,,,
NKG2D II receptor,,True,False,False,False,False,,False,False,,,,
aMb2 complex,,True,False,False,True,False,,False,False,,,,
a5b1 complex,,True,False,False,True,False,,False,False,,,,
CD94:NKG2E,,True,False,False,False,False,,False,False,,,,
IL7 receptor,,True,False,False,False,False,,False,False,,,,
aEb7 complex,,True,False,False,True,False,,False,False,,,,
aVb1 complex,,True,False,False,True,False,,False,False,,,,
ACVR_1C2B receptor,,True,False,False,False,False,,False,False,,,,
CD8 receptor,,True,False,False,False,False,,False,False,,,,
IL20 receptor Type II,,True,False,False,False,False,,False,False,,,,
PDGFR complex,,True,False,False,False,False,,False,False,,,,
IL1 receptor,,True,False,False,False,False,,False,False,,,,
IL26 receptor,,True,False,False,False,False,,False,False,,,,
RET receptor 3,,True,False,False,False,False,,False,False,,,,
aLb2 complex,,True,False,False,True,False,,False,False,,,,
IL10 receptor,,True,False,False,False,False,,False,False,,,,
IL23,,False,True,False,False,True,"Cytokine receptor IL6 family, IL12 subfamily",False,False,,,,
