"","Evo_Type","Gene_Class","Conserved_Num","Human_Spec_Num","Mouse_Spec_Num"
"DISP1","1","Other","0","2","0"
"DISP2","1","Other","0","0","1"
"DIXDC1","2","Other","1","2","2"
"DKC1","2","Other","4","7","3"
"DKK1",NA,"Ligand","0","0","0"
"DKK2","0","Ligand","1","0","0"
"DKK3","2","Other","6","3","0"
"DKK4",NA,"Other","0","0","0"
"DKKL1",NA,"Other","0","0","0"
"DLAT","2","Other","1","6","0"
"DLC1","2","Other","12","3","2"
"DLD","2","Other","6","3","10"
"DLEC1","1","Other","0","1","0"
"DLEU7",NA,"Other","0","0","0"
"DLG1","2","Other","3","7","0"
"DLG2","1","Other","0","1","0"
"DLG3","0","Other","1","0","0"
"DLG4",NA,"Other","0","0","0"
"DLG5","1","Other","0","0","1"
"DLGAP1","1","Other","0","1","0"
"DLGAP2",NA,"Other","0","0","0"
"DLGAP3",NA,"Other","0","0","0"
"DLGAP4","2","Other","16","4","8"
"DLGAP5",NA,"Other","0","0","0"
"DLK1",NA,"Ligand","0","0","0"
"DLK2","0","Ligand","1","0","0"
"DLL1","1","Ligand","0","0","4"
"DLL3",NA,"Ligand","0","0","0"
"DLL4","0","Ligand","4","0","0"
"DLST","2","Other","1","13","0"
"DLX1",NA,"TF","0","0","0"
"DLX2",NA,"TF","0","0","0"
"DLX3",NA,"TF","0","0","0"
"DLX4",NA,"TF","0","0","0"
"DLX5",NA,"TF","0","0","0"
"DLX6",NA,"TF","0","0","0"
"DMAP1","2","Other","1","4","0"
"DMBT1","1","Other","0","1","0"
"DMBX1",NA,"TF","0","0","0"
"DMC1",NA,"Other","0","0","0"
"DMD","2","Other","2","1","4"
"DMGDH",NA,"Other","0","0","0"
"DMKN","2","Other","1","6","0"
"DMP1",NA,"Other","0","0","0"
"DMPK","0","Enzyme","4","0","0"
"DMRT1",NA,"TF","0","0","0"
"DMRT2","1","TF","0","0","1"
"DMRT3",NA,"TF","0","0","0"
"DMRTA1",NA,"TF","0","0","0"
"DMRTA2",NA,"TF","0","0","0"
"DMRTB1",NA,"TF","0","0","0"
"DMRTC2",NA,"TF","0","0","0"
"DMTF1","2","TF","4","12","3"
"DMWD","2","Other","1","2","1"
"DMXL1","2","Other","2","6","4"
"DMXL2","2","Other","2","2","2"
"DNA2","1","Enzyme","0","0","2"
"DNAI1","0","Other","1","0","0"
"DNAI2","0","Other","1","0","0"
"DNAJA1","2","Other","31","1","0"
"DNAJA2","2","Other","27","5","0"
"DNAJA3","1","Other","0","0","13"
"DNAJA4","2","Other","1","1","0"
"DNAJB1","2","Other","26","3","3"
"DNAJB11","2","Other","23","1","7"
"DNAJB12","2","Other","3","16","1"
"DNAJB13","0","Other","1","0","0"
"DNAJB14","2","Other","1","8","1"
"DNAJB2","2","Other","1","8","0"
"DNAJB4","2","Other","8","1","8"
"DNAJB5","2","Other","1","1","1"
"DNAJB6","2","Other","30","2","0"
"DNAJB7",NA,"Other","0","0","0"
"DNAJB8",NA,"Other","0","0","0"
"DNAJB9","2","Other","10","12","0"
"DNAJC1","2","TF","19","5","5"
"DNAJC10","2","Other","5","7","8"
"DNAJC11","1","Other","0","0","2"
"DNAJC12","2","Other","1","1","1"
"DNAJC13","2","Other","2","3","2"
"DNAJC14","3","Other","0","1","4"
"DNAJC15","2","Other","5","17","7"
"DNAJC16","1","Other","0","3","0"
"DNAJC17","1","Other","0","2","0"
"DNAJC18","3","Other","0","1","5"
"DNAJC19","2","Other","23","2","5"
"DNAJC2","2","TF","4","9","6"
"DNAJC21","2","Other","2","12","3"
"DNAJC22",NA,"Other","0","0","0"
"DNAJC24","1","Other","0","0","2"
"DNAJC25","1","Other","0","0","3"
"DNAJC27","1","Other","0","1","0"
"DNAJC28",NA,"Other","0","0","0"
"DNAJC3","2","Other","29","2","1"
"DNAJC30","2","Other","1","1","2"
"DNAJC4","2","Other","1","9","2"
"DNAJC5","2","Other","8","3","13"
"DNAJC5B",NA,"Other","0","0","0"
"DNAJC5G",NA,"Other","0","0","0"
"DNAJC6","3","Other","0","1","1"
"DNAJC7","2","Other","29","2","0"
"DNAJC8","2","Other","31","1","0"
"DNAJC9","2","Other","1","1","8"
"DNALI1","2","Other","1","1","0"
"DNASE1","1","Other","0","1","0"
"DNASE1L1","1","Other","0","0","2"
"DNASE1L2",NA,"Other","0","0","0"
"DNASE1L3","2","Other","1","2","1"
"DNASE2","2","Other","1","12","0"
"DNASE2B",NA,"Other","0","0","0"
"DND1",NA,"Other","0","0","0"
"DNER","2","Other","1","1","0"
"DNLZ","1","Other","0","0","8"
"DNM1","1","Other","0","0","1"
"DNM1L","2","Enzyme","9","12","3"
"DNM2","2","Other","24","1","7"
"DNM3","1","Other","0","0","3"
"DNMBP","1","Other","0","3","0"
"DNMT1","2","Enzyme","2","21","1"
"DNMT3A","2","Other","5","2","12"
"DNMT3B",NA,"Other","0","0","0"
"DNMT3L",NA,"Other","0","0","0"
"DNPEP","2","Enzyme","12","5","6"
"DNTT","1","Other","0","0","1"
"DNTTIP1","2","Other","5","11","7"
"DNTTIP2","2","Other","21","10","1"
"DOC2A","1","Other","0","1","0"
"DOC2B",NA,"Other","0","0","0"
"DOCK1","2","Other","2","2","7"
"DOCK10","2","Other","10","1","2"
"DOCK11","2","Other","8","6","0"
"DOCK2","2","Other","12","1","0"
"DOCK3",NA,"Other","0","0","0"
"DOCK4","2","Other","3","5","1"
"DOCK5","2","Other","3","16","0"
"DOCK6","2","Other","7","1","1"
"DOCK7","1","Other","0","0","11"
"DOCK8","2","Other","11","6","0"
"DOCK9","2","Other","7","3","0"
"DOHH","1","Enzyme","0","0","8"
"DOK1","3","Other","0","3","3"
"DOK2","2","Other","4","3","2"
"DOK3","0","Other","7","0","0"
"DOK4","3","Other","0","3","4"
"DOK5",NA,"Other","0","0","0"
"DOK6","1","Other","0","1","0"
"DOK7",NA,"Other","0","0","0"
"DOLK","3","Enzyme","0","1","3"
"DOLPP1",NA,"Other","0","0","0"
"DONSON","3","Other","0","10","1"
"DOT1L","2","Enzyme","1","1","0"
"DPAGT1","2","Other","1","5","7"
"DPCD","2","Other","1","1","0"
"DPEP1","1","Enzyme","0","0","2"
"DPEP2","2","Enzyme","2","7","2"
"DPEP3",NA,"Enzyme","0","0","0"
"DPF1",NA,"Other","0","0","0"
"DPF2","2","TF","13","10","4"
"DPF3",NA,"Other","0","0","0"
"DPH1","1","Enzyme","0","5","0"
"DPH2","1","Enzyme","0","1","0"
"DPH3","2","Other","5","1","18"
"DPH5",NA,"Enzyme","0","0","0"
"DPM1","2","Enzyme","21","2","7"
"DPM2","2","Other","9","5","10"
"DPM3","2","Other","26","1","4"
"DPP10",NA,"Other","0","0","0"
"DPP3","3","Enzyme","0","1","9"
"DPP4","2","Receptor","3","6","0"
"DPP6",NA,"Other","0","0","0"
"DPP7","2","Other","5","22","0"
"DPP8","2","Enzyme","1","18","4"
"DPP9","2","Enzyme","1","5","3"
"DPPA2",NA,"Other","0","0","0"
"DPPA4",NA,"Other","0","0","0"
"DPPA5",NA,"Other","0","0","0"
"DPT","0","Other","3","0","0"
"DPY19L1","1","Other","0","0","4"
"DPY19L2",NA,"Other","0","0","0"
"DPY19L3",NA,"Other","0","0","0"
"DPY19L4","1","Other","0","0","1"
"DPY30","2","Other","21","7","0"
"DPYD","1","Enzyme","0","6","0"
"DPYS",NA,"Enzyme","0","0","0"
"DPYSL2","2","Other","20","3","7"
"DPYSL3","2","Other","6","4","2"
"DPYSL4",NA,"Other","0","0","0"
"DPYSL5","1","Other","0","0","1"
"DQX1",NA,"Enzyme","0","0","0"
"DR1","2","Other","4","18","1"
"DRAM1","2","Other","6","7","0"
"DRAM2","2","Other","7","5","12"
"DRAP1","2","Other","30","1","1"
"DRD2","1","Receptor","0","1","0"
"DRD3",NA,"Receptor","0","0","0"
"DRD4",NA,"Receptor","0","0","0"
"DRD5",NA,"Receptor","0","0","0"
"DRG1","2","Other","22","3","6"
"DRG2","3","Other","0","2","5"
"DROSHA","1","Other","0","3","0"
"DRP2",NA,"Other","0","0","0"
"DSC1",NA,"Other","0","0","0"
"DSC2","1","Other","0","1","0"
"DSC3",NA,"Other","0","0","0"
"DSCAM",NA,"Ligand","0","0","0"
"DSCAML1",NA,"Other","0","0","0"
"DSCC1",NA,"Other","0","0","0"
"DSE","2","Enzyme","7","1","4"
"DSEL","1","Other","0","0","1"
"DSG2","2","Other","3","4","0"
"DSG3",NA,"Other","0","0","0"
"DSG4",NA,"Other","0","0","0"
"DSN1",NA,"Other","0","0","0"
"DSP","2","Other","6","1","2"
"DSTN","2","Other","22","6","2"
"DSTYK","3","Other","0","5","1"
"DTD1","2","Enzyme","3","4","4"
"DTL",NA,"Other","0","0","0"
"DTNA","2","Other","2","1","4"
"DTNB","3","Other","0","2","4"
"DTNBP1","2","Other","1","6","11"
"DTWD1","1","Other","0","6","0"
"DTWD2",NA,"Other","0","0","0"
"DTX1","1","Enzyme","0","0","3"
"DTX2","3","Enzyme","0","4","1"
"DTX3","2","Enzyme","3","5","0"
"DTX3L","2","Enzyme","12","14","3"
"DTX4","3","Enzyme","0","3","1"
"DTYMK","3","Other","0","1","11"
"DUOX1","1","Enzyme","0","7","0"
"DUOX2",NA,"Enzyme","0","0","0"
"DUOXA1","1","Other","0","4","0"
"DUOXA2",NA,"Other","0","0","0"
"DUPD1",NA,"Enzyme","0","0","0"
"DUS1L","2","Other","1","14","3"
"DUS3L","1","Other","0","0","2"
"DUS4L",NA,"Other","0","0","0"
"DUSP1","0","Other","32","0","0"
"DUSP10","3","Other","0","2","2"
"DUSP11","2","Other","3","29","0"
"DUSP12","1","Other","0","2","0"
"DUSP13",NA,"Other","0","0","0"
"DUSP14","1","Other","0","0","4"
"DUSP15",NA,"Other","0","0","0"
"DUSP16","1","Other","0","0","5"
"DUSP18","2","Ligand","1","4","2"
"DUSP19","3","Other","0","1","2"
"DUSP2","2","Other","4","5","0"
"DUSP22","2","Other","2","10","1"
"DUSP23","2","Other","2","13","2"
"DUSP26","1","Other","0","1","0"
"DUSP27",NA,"Other","0","0","0"
"DUSP28",NA,"Other","0","0","0"
"DUSP3","2","Other","11","3","11"
"DUSP4","2","Other","1","1","1"
"DUSP5","2","Other","3","2","7"
"DUSP6","2","Other","16","5","5"
"DUSP7","2","Other","2","2","2"
"DUSP8","1","Other","0","0","8"
"DUSP9",NA,"Other","0","0","0"
"DUT","2","Enzyme","2","26","0"
"DVL1","1","Other","0","0","2"
"DVL2","1","Other","0","0","1"
"DVL3","2","Other","6","5","7"
"DYDC1","1","Other","0","0","1"
"DYDC2","0","Other","1","0","0"
"DYM","2","Other","1","1","9"
"DYNC1H1","2","Other","25","5","1"
"DYNC1I1","1","Other","0","1","0"
"DYNC1LI1","2","Other","11","3","15"
"DYNC1LI2","2","Other","9","9","2"
"DYNC2H1","2","Other","1","1","0"
"DYNC2LI1","2","Other","2","3","2"
"DYNLL1","2","Other","31","1","0"
"DYNLL2","2","Other","2","3","4"
"DYNLRB1","2","Other","31","1","0"
"DYNLRB2","0","Other","1","0","0"
"DYNLT3","2","Other","6","1","15"
"DYRK1A","2","Other","9","4","17"
"DYRK1B","1","Other","0","0","1"
"DYRK2","2","Enzyme","1","5","0"
"DYRK3","3","Enzyme","0","1","2"
"DYRK4","1","Enzyme","0","3","0"
"DYSF","2","Receptor","1","4","2"
"DYTN",NA,"Other","0","0","0"
"DZIP1","1","Other","0","0","1"
"DZIP1L","2","Other","1","2","0"
"DZIP3","1","Enzyme","0","1","0"
"C7orf26","1","Other","0","0","1"
"C3orf33",NA,"Other","0","0","0"
"E2F1",NA,"TF","0","0","0"
"E2F2","1","TF","0","0","3"
"E2F3","1","TF","0","5","0"
"E2F4","2","TF","6","6","10"
"E2F5","3","TF","0","2","2"
"E2F6",NA,"TF","0","0","0"
"E2F7",NA,"TF","0","0","0"
"E2F8","1","TF","0","0","1"
"E4F1","1","TF","0","1","0"
"EAF1","2","Other","1","10","0"
"EAF2","2","Other","1","2","1"
"EAPP","2","Other","20","6","5"
"EARS2",NA,"Other","0","0","0"
"EBAG9","2","Other","1","15","2"
"EBF1","2","TF","4","2","0"
"EBF2",NA,"TF","0","0","0"
"EBF3",NA,"TF","0","0","0"
"EBF4",NA,"TF","0","0","0"
"EBI3","1","Ligand","0","0","3"
"EBNA1BP2","2","Other","16","1","12"
"EBP","2","Enzyme","13","2","11"
"EBPL","2","Other","2","7","4"
"ECD","2","Other","5","10","6"
"ECE1","2","Enzyme","15","6","4"
"ECE2",NA,"Enzyme","0","0","0"
"ECEL1",NA,"Other","0","0","0"
"ECH1","1","Other","0","0","32"
"ECHDC1","3","Other","0","17","2"
"ECHDC2","2","Other","3","18","0"
"ECHDC3","1","Other","0","6","0"
"ECHS1","2","Other","16","13","1"
"ECI1","2","Enzyme","13","3","10"
"ECI2","2","Enzyme","6","10","5"
"ECM1","2","Ligand","5","8","0"
"ECM2","2","Other","2","3","2"
"ECSCR","0","Other","5","0","0"
"ECSIT","3","Other","0","6","2"
"ECT2",NA,"Other","0","0","0"
"ECT2L","0","Other","1","0","0"
"EDA2R",NA,"Receptor","0","0","0"
"EDAR",NA,"Receptor","0","0","0"
"EDARADD","3","Other","0","1","1"
"EDC3","1","Other","0","0","2"
"EDC4","1","Other","0","0","2"
"EDDM3B",NA,"Other","0","0","0"
"EDEM1","2","Other","10","2","9"
"EDEM2","2","Other","2","3","12"
"EDEM3","2","Enzyme","1","18","2"
"EDF1","2","Other","31","1","0"
"EDIL3","2","Ligand","1","4","0"
"EDN1","2","Ligand","3","3","0"
"EDN2",NA,"Ligand","0","0","0"
"EDN3","1","Ligand","0","0","2"
"EDNRA","2","Receptor","4","2","0"
"EDNRB","2","Receptor","4","3","1"
"EEA1","2","Other","10","13","4"
"EED","3","Other","0","1","13"
"EEF1A1","0","Other","32","0","0"
"EEF1A2",NA,"Other","0","0","0"
"EEF1B2","1","Other","0","0","31"
"EEF1D","1","Other","0","0","31"
"EEF1E1","2","Other","1","4","4"
"EEF1G","1","Other","0","0","31"
"EEF2","2","Other","31","1","0"
"EEF2K","1","Other","0","0","5"
"EEFSEC","1","Other","0","0","7"
"EEPD1","0","Other","1","0","0"
"EFCAB1","0","Other","1","0","0"
"EFCAB2","2","Other","1","1","1"
"EFCAB3",NA,"Other","0","0","0"
"EFCAB5",NA,"Other","0","0","0"
"EFCAB6","0","Other","1","0","0"
"EFCAB7",NA,"Other","0","0","0"
"EFCAB9",NA,"Other","0","0","0"
"EFEMP1","2","Ligand","9","4","0"
"EFEMP2","2","Ligand","7","4","0"
"EFHB","0","Other","1","0","0"
"EFHC1","2","Other","1","3","0"
"EFHC2","1","Other","0","1","0"
"EFHD1","1","Other","0","3","0"
"EFHD2","2","Other","16","5","6"
"EFNA1","2","Ligand","10","2","0"
"EFNA2",NA,"Ligand","0","0","0"
"EFNA3",NA,"Ligand","0","0","0"
"EFNA4","1","Ligand","0","0","1"
"EFNA5","2","Ligand","2","5","3"
"EFNB1","2","Ligand","3","5","0"
"EFNB2","2","Ligand","2","5","0"
"EFNB3","1","Ligand","0","1","0"
"EFR3A","2","Other","3","14","0"
"EFR3B","1","Other","0","3","0"
"EFS",NA,"Other","0","0","0"
"EFTUD2","2","Other","2","13","2"
"EGF",NA,"Ligand","0","0","0"
"EGFL6","3","Other","0","3","2"
"EGFL7","0","Other","5","0","0"
"EGFL8",NA,"Ligand","0","0","0"
"EGFLAM","1","Other","0","0","4"
"EGFR","2","Receptor","5","11","0"
"EGLN1","2","Enzyme","2","1","0"
"EGLN2","1","Enzyme","0","0","20"
"EGLN3","1","Enzyme","0","4","0"
"EGR1","2","TF","24","2","0"
"EGR2","1","TF","0","0","2"
"EGR3","1","TF","0","0","1"
"EGR4","1","TF","0","0","1"
"EHBP1",NA,"Other","0","0","0"
"EHD1","2","Other","11","6","8"
"EHD2","2","Other","13","3","0"
"EHD3","3","Other","0","3","5"
"EHD4","2","Other","8","4","10"
"EHF","2","TF","5","1","0"
"EHHADH",NA,"Other","0","0","0"
"EHMT1","2","Enzyme","10","12","3"
"EHMT2","1","Enzyme","0","0","9"
"EI24","2","Other","20","5","3"
"EID1","2","Other","24","7","1"
"EID2","3","Other","0","1","2"
"EID2B",NA,"Other","0","0","0"
"EID3",NA,"Other","0","0","0"
"EIF1AX","2","Other","23","8","0"
"EIF1AD","2","Other","5","14","3"
"EIF1AY","2","Other","9","3","16"
"EIF1B","2","Other","27","2","1"
"EIF2A","2","Other","2","17","1"
"EIF2AK1","2","Other","4","17","2"
"EIF2AK2","2","Other","1","26","1"
"EIF2AK3","1","Other","0","0","2"
"EIF2AK4","1","Other","0","17","0"
"EIF2B1","3","Other","0","21","1"
"EIF2B2","2","Other","1","1","8"
"EIF2B3","3","Other","0","10","1"
"EIF2B4","2","Other","3","6","3"
"EIF2B5","2","Other","4","7","3"
"EIF2D","2","Other","2","2","7"
"EIF2S1","2","Other","23","3","5"
"EIF2S2","0","Other","31","0","0"
"EIF2S3","2","Other","6","25","0"
"EIF3A","2","Other","30","1","0"
"EIF3B","2","Other","26","5","0"
"EIF3C","2","Other","22","10","0"
"EIF3D","0","Other","31","0","0"
"EIF3E","2","Other","30","1","0"
"EIF3F","2","Enzyme","31","1","0"
"EIF3G","0","Other","31","0","0"
"EIF3H","0","Other","31","0","0"
"EIF3I","0","Other","31","0","0"
"EIF3K","1","Other","0","0","32"
"EIF3L","2","Other","28","1","2"
"EIF3M","0","Other","31","0","0"
"EIF4A1","2","Other","7","25","0"
"EIF4A2","2","Other","31","1","0"
"EIF4A3","2","Other","23","2","6"
"EIF4B","2","Other","24","7","0"
"EIF4E","2","Other","25","1","2"
"EIF4E1B",NA,"Other","0","0","0"
"EIF4E2","2","Other","19","3","6"
"EIF4E3","2","Other","1","3","14"
"EIF4EBP1","2","Other","4","3","9"
"EIF4EBP2","2","Other","2","30","0"
"EIF4EBP3","1","Other","0","0","1"
"EIF4ENIF1","1","Other","0","0","6"
"EIF4G1","2","Other","29","1","1"
"EIF4G2","0","Other","32","0","0"
"EIF4G3","2","Other","15","1","14"
"EIF4H","2","Other","31","1","0"
"EIF5","0","Other","32","0","0"
"EIF5A","2","Other","31","1","0"
"EIF5A2",NA,"Other","0","0","0"
"EIF5B","0","Other","31","0","0"
"EIF6","2","Other","26","2","4"
"ELAC1","1","Other","0","1","0"
"ELAC2","3","Other","0","7","1"
"ELANE",NA,"Other","0","0","0"
"ELAVL1","2","Other","26","4","0"
"ELAVL2",NA,"Other","0","0","0"
"ELAVL3",NA,"Other","0","0","0"
"ELAVL4","1","Other","0","1","0"
"ELF1","2","TF","28","1","1"
"ELF2","2","TF","9","19","0"
"ELF3","2","TF","7","1","0"
"ELF4","2","TF","3","6","0"
"ELFN1",NA,"Other","0","0","0"
"ELFN2",NA,"Other","0","0","0"
"ELK1","1","TF","0","0","1"
"ELK3","2","TF","8","2","6"
"ELK4","2","TF","1","15","0"
"ELL","2","Other","1","2","2"
"ELL2","2","Other","7","10","3"
"ELL3",NA,"Other","0","0","0"
"ELMO1","2","Other","11","7","3"
"ELMO2","2","Other","2","2","15"
"ELMO3","1","Other","0","0","1"
"ELMOD1","1","Other","0","0","1"
"ELMOD2","1","Other","0","0","1"
"ELMOD3","1","Other","0","1","0"
"ELOF1","2","Other","14","3","9"
"ELOVL1","2","Other","25","3","2"
"ELOVL2",NA,"Other","0","0","0"
"ELOVL3",NA,"Other","0","0","0"
"ELOVL4",NA,"Other","0","0","0"
"ELOVL5","2","Other","22","2","6"
"ELOVL6",NA,"Other","0","0","0"
"ELOVL7",NA,"Other","0","0","0"
"ELP2","2","Other","5","16","1"
"ELP3","1","Enzyme","0","0","1"
"ELP4","1","Other","0","0","1"
"EMB","2","Other","7","3","10"
"EMCN","0","Other","5","0","0"
"EMD","2","Other","21","4","7"
"EME1",NA,"Other","0","0","0"
"EME2",NA,"Other","0","0","0"
"EMG1","2","Other","17","3","10"
"EMID1","3","Other","0","1","5"
"EMILIN1","2","Other","5","5","0"
"EMILIN2","2","Other","4","2","1"
"EMILIN3",NA,"Other","0","0","0"
"EML1","2","Other","3","6","0"
"EML2","2","Other","1","1","1"
"EML3","3","Other","0","5","6"
"EML4","2","Other","4","19","1"
"EML5","3","Other","0","1","2"
"EML6","0","Other","1","0","0"
"EMP1","2","Other","11","7","0"
"EMP2","2","Other","17","2","0"
"EMP3","2","Other","21","4","0"
"EMX1",NA,"TF","0","0","0"
"EMX2",NA,"TF","0","0","0"
"EN1",NA,"TF","0","0","0"
"EN2",NA,"TF","0","0","0"
"ENAH","2","Other","1","11","0"
"ENAM","1","Other","0","1","0"
"ENC1","1","Other","0","1","0"
"ENDOD1","2","Other","4","5","2"
"ENDOG","2","Other","1","1","0"
"ENDOU","1","Other","0","0","1"
"ENG","2","Receptor","11","3","0"
"ENGASE","1","Other","0","1","0"
"ENHO","1","Other","0","0","3"
"ENKUR","0","Other","1","0","0"
"ENO1","0","Other","32","0","0"
"ENO2","2","Other","1","6","0"
"ENO3","1","Other","0","0","1"
"ENO4","1","Enzyme","0","0","1"
"ENOPH1","3","Other","0","3","2"
"ENOX1",NA,"Other","0","0","0"
"ENOX2","1","Other","0","1","0"
"ENPEP","2","Other","1","5","0"
"ENPP1","3","Enzyme","0","2","3"
"ENPP2","2","Enzyme","2","2","6"
"ENPP3","3","Enzyme","0","1","1"
"ENPP4","2","Enzyme","3","3","7"
"ENPP5","2","Other","2","10","0"
"ENPP6","1","Enzyme","0","0","1"
"ENPP7",NA,"Enzyme","0","0","0"
"ENSA","2","Other","22","8","2"
"ENTHD1",NA,"Other","0","0","0"
"ENTPD1","2","Other","7","3","6"
"ENTPD2","1","Other","0","0","1"
"ENTPD3",NA,"Other","0","0","0"
"ENTPD4","1","Other","0","6","0"
"ENTPD5","3","Other","0","2","4"
"ENTPD6","2","Other","1","2","4"
"ENTPD7","3","Other","0","1","1"
"ENTPD8","1","Other","0","0","1"
"ENY2","2","Other","25","5","1"
"EOMES","2","TF","1","2","0"
"EP300","2","Enzyme","18","5","4"
"EP400","2","Other","8","17","0"
"EPAS1","2","TF","13","8","0"
"EPC1","2","Other","11","19","0"
"EPC2","3","Other","0","1","3"
"EPCAM","2","Other","8","2","0"
"EPDR1","2","Other","1","3","4"
"EPGN",NA,"Ligand","0","0","0"
"EPHA1","1","Receptor","0","0","4"
"EPHA10",NA,"Receptor","0","0","0"
"EPHA2","2","Receptor","5","3","0"
"EPHA3",NA,"Receptor","0","0","0"
"EPHA4","1","Receptor","0","1","0"
"EPHA5",NA,"Receptor","0","0","0"
"EPHA6",NA,"Receptor","0","0","0"
"EPHA7",NA,"Receptor","0","0","0"
"EPHA8",NA,"Receptor","0","0","0"
"EPHB1","1","Receptor","0","1","0"
"EPHB2","1","Receptor","0","1","0"
"EPHB3","1","Receptor","0","0","1"
"EPHB4","2","Receptor","4","1","0"
"EPHB6","1","Receptor","0","0","1"
"EPHX1","2","Other","4","17","0"
"EPHX2","1","Other","0","3","0"
"EPHX3","3","Enzyme","0","1","1"
"EPHX4",NA,"Other","0","0","0"
"EPM2A","1","Enzyme","0","1","0"
"EPM2AIP1","2","Other","2","20","0"
"EPN1","2","Other","2","2","9"
"EPN2","2","Other","12","1","4"
"EPN3","1","Other","0","0","6"
"EPO",NA,"Ligand","0","0","0"
"EPOR","3","Receptor","0","1","2"
"EPPK1","2","Other","3","1","1"
"EPS15","2","Other","16","9","3"
"EPS15L1","3","Other","0","10","2"
"EPS8","2","Other","5","7","1"
"EPS8L1","1","Other","0","0","3"
"EPS8L2","2","Other","7","1","2"
"EPS8L3",NA,"Other","0","0","0"
"EPSTI1","2","Other","1","2","8"
"EPX",NA,"Other","0","0","0"
"EPYC",NA,"Other","0","0","0"
"ERAL1","1","Other","0","3","0"
"ERAP1","3","Receptor","0","8","5"
"ERAS",NA,"Other","0","0","0"
"ERBB2","2","Receptor","4","2","0"
"ERBB3","2","Receptor","3","3","0"
"ERBB4","1","Receptor","0","1","0"
"ERC1","3","Other","0","3","3"
"ERC2",NA,"Other","0","0","0"
"ERCC1","2","Other","4","23","0"
"ERCC2","1","Enzyme","0","0","1"
"ERCC3","1","Enzyme","0","2","0"
"ERCC4","1","Other","0","1","0"
"ERCC5","3","Other","0","3","1"
"ERCC6",NA,"Other","0","0","0"
"ERCC6L",NA,"Other","0","0","0"
"ERCC8",NA,"Other","0","0","0"
"EREG","1","Ligand","0","1","0"
"ERF","1","TF","0","0","6"
"ERG","2","TF","3","3","0"
"ERGIC1","2","Other","11","10","6"
"ERGIC2","2","Other","8","12","2"
"ERGIC3","0","Other","31","0","0"
"ERH","2","Other","26","1","4"
"ERI1","1","Other","0","0","3"
"ERI2",NA,"Other","0","0","0"
"ERI3","2","Other","10","6","1"
"ERICH1","1","Other","0","18","0"
"ERLEC1","2","Other","5","20","0"
"ERLIN1","2","Other","1","2","4"
"ERLIN2","2","Other","1","4","0"
"ERMAP",NA,"Other","0","0","0"
"ERMN",NA,"Other","0","0","0"
"ERMP1","3","Other","0","1","1"
"ERN1","1","Enzyme","0","14","0"
"ERN2","1","Enzyme","0","0","1"
"ERO1A","2","Other","3","22","0"
"ERO1B","2","Other","1","1","3"
"ERP27","1","Other","0","7","0"
"ERP29","2","Other","24","4","4"
"ERP44","2","Other","29","2","0"
"ERRFI1","2","Other","8","4","4"
"ESAM","2","Receptor","9","1","1"
"ESCO1","2","Other","2","5","6"
"ESCO2",NA,"Other","0","0","0"
"ESD","2","Other","27","1","4"
"ESF1","2","Other","6","14","4"
"ESM1","1","Other","0","0","1"
"ESPL1","1","Enzyme","0","1","0"
"ESPN","1","Other","0","0","1"
"ESPNL",NA,"Other","0","0","0"
"ESR1",NA,"TF","0","0","0"
"ESR2","1","TF","0","1","0"
"ESRP1","2","Other","1","3","1"
"ESRP2","2","Other","2","3","0"
"ESRRB",NA,"TF","0","0","0"
"ESRRG","1","TF","0","1","0"
"ESYT1","2","Other","11","3","8"
"ESYT2","2","Other","15","11","2"
"ESYT3","3","Other","0","3","1"
"ETAA1",NA,"Other","0","0","0"
"ETF1","2","Other","19","3","8"
"ETFA","2","Other","25","2","4"
"ETFB","2","Other","16","1","14"
"ETFDH","2","Other","1","5","3"
"ETHE1","2","Enzyme","1","8","5"
"KIAA1217","2","Other","6","6","0"
"ETNK1","2","Other","9","15","3"
"ETNK2",NA,"Other","0","0","0"
"ETS1","2","TF","13","8","0"
"ETS2","2","TF","20","4","0"
"ETV1","2","TF","1","3","1"
"ETV2",NA,"TF","0","0","0"
"ETV3","1","TF","0","1","0"
"ETV4",NA,"TF","0","0","0"
"ETV5","2","TF","2","2","0"
"ETV6","2","TF","3","20","0"
"EVC",NA,"Other","0","0","0"
"EVC2",NA,"Other","0","0","0"
"EVI2A","2","Other","4","3","3"
"EVI2B","2","Other","12","1","0"
"EVI5","2","Other","4","13","3"
"EVL","2","Other","8","3","0"
"EVPL","1","Other","0","4","0"
"EVX1",NA,"TF","0","0","0"
"EVX2",NA,"TF","0","0","0"
"EXD1",NA,"Other","0","0","0"
"EXD2",NA,"Enzyme","0","0","0"
"EXO1",NA,"Other","0","0","0"
"EXOC1","3","Other","0","12","3"
"EXOC2","3","Other","0","4","1"
"EXOC3","2","Other","3","4","14"
