"","Neutrophil"
"GALNT18",0
"CSNK2A3",0
"AC023946.1",0
"AC104031.1",0
"MIR4299",0
"AC131935.2",0
"AC131935.1",0.0400108819310236
"MIR8070",0
"USP47",0.329645856917579
"AC104383.1",0
"DKK3",0.0197409974763261
"LINC02547",0.0484851954628528
"AC124276.1",0
"AC124276.2",0
"MICAL2",0.324061393748839
"MIR6124",0
"AC079329.1",0
"AC025300.1",0.048459093562264
"PARVA",0.107573213705416
"AC009806.1",0
"TEAD1",0.0477505167115174
"AC013549.2",0
"AC013549.3",0
"AC013549.1",0
"LINC00958",0.0444547378718863
"AC084859.1",0
"RASSF10",0
"AC013762.1",0
"AC022878.1",0
"ARNTL",0.32635043763372
"RN7SKP151",0
"BTBD10",0.172002390575941
"AC021269.1",0
"AC021269.2",0
"PTH",0
"HMGN2P36",0
"FAR1",0.671886603588172
"FAR1-IT1",0
"RPL39P26",0
"CENPUP1",0
"AC013828.1",0
"LINC02548",0.0348858927048469
"AC027779.1",0
"LINC02545",0
"RNA5SP331",0
"AC022240.1",0
"SPON1",0.0348858927048469
"RNA5SP332",0
"SPON1-AS1",0
"RRAS2",0
"AC018523.1",0
"COPB1",0.232377126228246
"RNU7-49P",0.0511617022386682
"AC018523.2",0
"PSMA1",0.113408066032197
"PDE3B",0.642172034852834
"MORF4L1P3",0.0573227420325378
"CYP2R1",0.107232199836504
"CALCB",0
"CALCP",0
"CALCA",0
"OR7E41P",0
"INSC",0.0649213100863517
"RF00324",0.0389805765893065
"AC073172.2",0.0342124136232994
"AC073172.1",0.0547847992313817
"AC087379.2",0
"AC087379.1",0
"AC009869.1",0
"SOX6",0.0779280958902204
"MIR6073",0
"AC103794.1",0
"AKR1B1P3",0
"RN7SL188P",0
"C11orf58",0.560205839795344
"PLEKHA7",0.0544289382378254
"RN7SKP90",0
"AC116533.1",0.11531342476376
"OR7E14P",0
"RPS13",0.552172078192991
"SNORD14A",0.0506070570456983
"SNORD14B",0
"PIK3C2A",0.38642442402794
"RNU6-593P",0
"AC126389.1",0
"AC107956.2",0
"NUCB2",0.275109379282786
"AC107956.1",0.0450603925125625
"AC124798.2",0
"NCR3LG1",0.109909284508646
"AC124798.1",0.0503816834184543
"KCNJ11",0.0857046893910894
"ABCC8",0.112705260790414
"SDHCP4",0
"USH1C",0
"OTOG",0.0213047027859622
"AC124301.1",0
"AC124301.2",0
"MYOD1",0
"KCNC1",0.0239498632829407
"SERGEF",0.0409336461754369
"AC055860.1",0
"TPH1",0.0158660943648203
"SAAL1",0
"HIGD1AP5",0
"SAA3P",0
"MRGPRX3",0.0409336461754369
"AC090099.4",0.0481377215088069
"AC090099.5",0
"AC090099.3",0.0531364618640311
"MRGPRX4",0
"GLTPP1",0
"AC090099.2",0
"AC090099.1",0.0493557754972918
"SAA4",0.0429230588726499
"SAA2-SAA4",0
"SAA2",0
"RNA5SP333",0
"ST13P5",0.0549471260522858
"SAA1",0.0415395147411935
"RNA5SP334",0
"HPS5",0.177252324710316
"GTF2H1",0.0387350819110579
"MIR3159",0
"LDHA",1.00001270520023
"AC084117.1",0.14921593082112
"LDHC",0.0314500458839983
"AC027544.3",0
"LDHAL6A",0
"TSG101",0.334044779143577
"YWHABP2",0
"AC027544.2",0
"AC027544.1",0
"UEVLD",0.126310120237874
"SPTY2D1OS",0
"AC112694.1",0
"AC112694.2",0
"SPTY2D1",0.347207094486136
"AP006296.1",0
"TMEM86A",0
"IGSF22",0
"AC103974.1",0
"PTPN5",0
"AC103974.2",0
"AC023078.1",0
"AC023078.6",0
"AC023078.2",0
"AC023078.7",0
"MRGPRX1",0
"AC023078.5",0
"AC023078.4",0.102463476661294
"AC023078.3",0.0270310656753919
"AC027026.1",0
"MRGPRX2",0
"ZDHHC13",0.141607404204986
"CSRP3",0.0420298211777982
"AC009652.2",0
"E2F8",0.0392929465498656
"PCNAP4",0
"AC009652.1",0
"NAV2",0.212211034978039
"NAV2-IT1",0
"RNA5SP335",0
"NAV2-AS5",0
"NAV2-AS4",0
"MIR4486",0
"AC009549.1",0
"MIR4694",0
"NAV2-AS3",0
"NAV2-AS2",0
"NAV2-AS1",0
"AC068860.1",0
"DBX1",0
"HTATIP2",0.0614358466664017
"PRMT3",0.0604991910081078
"HMGB1P40",0
"SLC6A5",0
"NELL1",0
"AC090707.1",0
"RNA5SP336",0
"AC090857.1",0
"AC090857.2",0
"AC099730.1",0
"RNA5SP337",0
"ANO5",0.0815932581644074
"AC107882.1",0
"AC107886.1",0
"AC104009.1",0.0473453853499429
"SLC17A6",0
"AC040936.1",0
"LINC01495",0.0364706870760148
"AC055878.1",0
"FANCF",0
"GAS2",0.0270310656753919
"RNA5SP338",0
"SVIP",0.143745663089397
"AC006299.1",0
"CCDC179",0
"AC090092.1",0
"AC100767.2",0
"WIZP1",0.0492011043241365
"MIR8054",0
"AC100767.1",0
"THAP12P4",0
"AC068472.1",0
"AC100768.2",0
"AC100768.1",0
"RNU6-783P",0
"AC099842.1",0
"AC015771.1",0
"LUZP2",0
"AC115990.1",0
"AC087373.1",0
"RPL36AP40",0
"AC100770.1",0
"AC090592.1",0.0544897507698968
"AC013799.1",0
"AC024341.1",0
"AC099687.1",0
"AC021698.1",0
"ANO3",0
"AC079064.1",0
"MUC15",0
"SLC5A12",0
"FIBIN",0
"BBOX1",0.0428527722590175
"BBOX1-AS1",0
"CCDC34",0
"LGR4",0.108974175587415
"AC100771.2",0.0239498632829407
"AC100771.1",0
"LIN7C",0
"BDNF-AS",0
"MIR8087",0
"RNA5SP339",0
"AC104563.1",0
"LINC00678",0
"BDNF",0
"AC103796.1",0
"CBX3P1",0
"HSP90AA2P",0.0299773785894785
"AC090159.1",0
"KIF18A",0
"MIR610",0
"METTL15",0.16690564219597
"AC023206.1",0
"RN7SKP158",0
"AC104978.1",0
"MIR8068",0
"AC013714.1",0
"AC100773.1",0
"AC090833.1",0.0497935501923673
"OR2BH1P",0
"AC090791.1",0
"AC110056.1",0
"AC090124.1",0.0521779502474735
"AC090124.3",0
"AC090124.2",0
"AC110058.1",0
"LINC02546",0.043383035149721
"HNRNPRP2",0
"AC107973.1",0
"RN7SL240P",0.0407277457904722
"RPL7AP58",0
"LINC01616",0.0314500458839983
"KCNA4",0
"AC124657.1",0
"AL358944.1",0
"FSHB",0
"ARL14EP",0.0601877565501896
"RPL12P30",0
"MPPED2",0.0671297411621071
"AL353699.1",0
"MPPED2-AS1",0
"DCDC1",0.089077737211667
"CYCSP25",0
"AL137804.1",0
"DNAJC24",0
"IMMP1L",0.0984644547947759
"ELP4",0.0318630907466844
"AC131571.1",0.0648481705040609
"PAX6",0.0489453187773832
"PAUPAR",0.108211338323543
"AL035078.4",0
"AL035078.1",0
"AL035078.3",0
"AL035078.2",0
"EIF4A2P5",0
"RCN1",0
"AL078612.1",0
"THEM7P",0.0518148056548131
"AL078612.2",0
"WT1",0.112794037437499
"WT1-AS",0.0660846690259275
"RF02203",0
"RF02204",0
"RF02205",0
"RF02208",0
"RF02209",0
"RF02210",0
"EIF3M",0.0735805102833561
"HNRNPA3P9",0.046096674149897
"CCDC73",0.0784423139666722
"AL049714.1",0
"PRRG4",0.198751842121953
"QSER1",0.0347319601330754
"DEPDC7",0.0406116407756051
"TCP11L1",0.0809850560348252
"PIGCP1",0
"LINC00294",0
"CSTF3",0.0481254779080518
"CSTF3-DT",0
"RPL29P23",0
"AL136126.1",0
"HIPK3",1.50261200114
"KIAA1549L",0.0758924690870354
"AL137161.1",0
"AL133399.1",0
"AL049629.1",0.0305650085851915
"C11orf91",0
"AL049629.2",0.0299773785894785
"CD59",0.451028100713158
"FBXO3",0.0724050156817683
"FBXO3-DT",0
"AC113192.5",0
"AC113192.3",0
"AC113192.4",0
"AC113192.1",0
"AC113192.2",0
"LMO2",0.268317412678294
"AC132216.1",0.0270310656753919
"CAPRIN1",0.125685164805601
"NAT10",0.0473589625314717
"ABTB2",0
"AL139174.1",0
"AL035079.1",0
"CIR1P3",0
"CAT",0.527012369594826
"ELF5",0.100477748283813
"AL137224.1",0
"AC087783.1",0
"EHF",0.0932298467813778
"AC087783.2",0
"AL359999.1",0
"APIP",0
"PDHX",0.0761278135304142
"MIR1343",0
"AL356215.1",0
"CD44",0.904696324453961
"CD44-AS1",0
"AL133330.1",0
"SLC1A2",0.0301651608142256
"AL133330.2",0
"AC090625.1",0
"AC090625.2",0
"PAMR1",0
"AL135934.1",0
"FJX1",0
"AL138812.1",0
"TRIM44",0.144880532538554
"AC090692.2",0
"KRT18P14",0
"AC090692.3",0
"AC090692.1",0
"LDLRAD3",0.0482553746161908
"AL136146.1",0
"AL136146.2",0
"RPL12P31",0
"MIR3973",0
"AC129502.1",0
"COMMD9",0.0517008312374151
"PRR5L",0.0687789442562821
"AC087277.1",0
"AC087277.2",0
"AC009656.1",0
"TRAF6",0.106204768852272
"AC061999.1",0
"RAG1",0.0474539245541324
"RAG2",0
"C11orf74",0
"AC104042.1",0
"RPL7AP56",0
"AC103798.1",0
"AC103798.2",0
"LRRC6P1",0
"AC021713.1",0
"AC022796.1",0
"LINC01493",0.044556506484677
"AC021723.2",0.044556506484677
"AC021723.1",0
"RNU6-99P",0
"AC021749.1",0
"AC021820.1",0
"AC080100.1",0.0265485436126185
"LRRC4C",0.0304790749548848
"AC090720.1",0.0524525769379453
"RNU6-365P",0
"AC090138.1",0
"AC021006.2",0.0737500364302184
"AC021006.1",0.0210787998436041
"AC021006.3",0
"LINC01499",0
"AC023442.1",0
"AC023442.3",0.0384798576839856
"AC023442.2",0
"AC079917.1",0
"AC090458.1",0
"AC109810.1",0
"AC009643.2",0
"AC009643.1",0
"HNRNPKP3",0
"API5",0.0950124103288215
"AC087276.2",0.0546007519946608
"TTC17",0.327480238130278
"AC087276.3",0.0359720575537439
"AC087276.1",0
"RN7SKP287",0
"PPIAP41",0
"CTBP2P6",0.0527959856608679
"AC068205.1",0
"MIR670",0.0534720067661365
"MIR670HG",0.0400108819310236
"AC068205.2",0
"MIR129-2",0
"HSD17B12",0.0403159152818489
"AC068205.3",0
"RPL23AP63",0
"PHBP2",0
"AC068205.4",0
"AC087521.2",0.043383035149721
"AC087521.4",0
"ALKBH3",0
"SEC14L1P1",0.0198695662507056
"ALKBH3-AS1",0.056208203502659
"AC087521.3",0.0556190787219348
"C11orf96",0.0712915645256391
"AC087521.1",0
"ACCSL",0
"ACCS",0.107953538212962
"AC134775.1",0.0455924337439439
"EXT2",0.239385392850957
"ALX4",0.0211698017537016
"AC010768.4",0.0455924337439439
"AC010768.3",0.0587969885262048
"CD82",1.3990668840148
"AC010768.1",0
"AC010768.2",0.0389700717771005
"RPL34P22",0
"AC104010.1",0
"AC104241.2",0
"AC104241.1",0
"TSPAN18",0.0400108819310236
"TP53I11",0.853642295714438
"AC068858.1",0
"PRDM11",0
"AC103681.2",0
"SYT13",0.0301888261927195
"AC103681.1",0
"AC103736.1",0.0917241905002488
"AC018716.2",0.0557291783614827
"AC103855.3",0
"AC018716.1",0
"AC103855.2",0.0264652839886686
"AC103855.4",0
"AC103855.1",0
"CHST1",0
"AC087442.1",0
"MIR7154",0
"AC044839.1",0
"AC044839.3",0
"AC044839.2",0
"DKFZp779M0652",0
"SLC35C1",0.158391759363908
"AC044839.4",0
"CRY2",0.132192513084217
"MAPK8IP1",0.0507505999440807
"AC068385.1",0
"C11orf94",0.0454192870959781
"PEX16",0.0442900584336372
"LARGE2",0.0429230588726499
"PHF21A",1.03711262437139
"AC024475.1",0.117572770800846
"AC024475.4",0
"AC024475.2",0
"AC024475.3",0
"AC116021.1",0
"LINC02489",0
"CREB3L1",0.083574324059974
"DGKZ",0.742939029863389
"MIR4688",0
"MDK",0.128443200557537
"CHRM4",0
"AMBRA1",0.0946971588759425
"AC024293.1",0.130973438652118
"MIR3160-1",0
"MIR3160-2",0
"AC127035.1",0
"HARBI1",0.0420026318075673
"ATG13",0.903724307603663
"ARHGAP1",0.86568445455553
"ZNF408",0
"F2",0
"CKAP5",0.186012175369052
"MIR5582",0
"RF00573",0
"SNORD67",0
"LRP4-AS1",0
"LRP4",0.0816864398424858
"C11orf49",0.11169704727323
"AC103792.1",0
"AC090589.2",0.0304790749548848
"ARFGAP2",0.449051926118229
"AC090589.3",0
"PACSIN3",0
"MIR6745",0
"AC090589.1",0
"DDB2",0.0245361419004622
"AC018410.2",0
"ACP2",0.0261086931382969
"NR1H3",0
"MADD",0.196033101490954
"AC018410.1",0
"AC090582.1",0
"MYBPC3",0.175503656273591
"SPI1",2.99239114259559
"AC090559.1",0.501165584482724
"MIR4487",0
"SLC39A13",0.144888678182655
"PSMC3",0.0618397864005942
"RAPSN",0.0453746488544083
"CELF1",0.685308852704263
"AC090559.2",0.168217534605663
"RN7SL652P",0
"NDUFS3",0.0418191663052387
"PTPMT1",0
"KBTBD4",0
"RNU5E-10P",0
"KF459542.1",0
"FAM180B",0
"C1QTNF4",0
"MTCH2",0
"AGBL2",0
"FNBP4",0
"NUP160",0
"AC021443.1",0
"RNA5SP340",0
"YPEL5P2",0
"AC023232.1",0
"PTPRJ",1.04824417290028
"PTPRJ-AS1",0.0992587984752807
"MIR3161",0
"OR4B1",0
"OR4B2P",0
"OR4X2",0
"OR4X1",0
"OR4S1",0
"OR4C3",0
"OR4C4P",0
"OR4C5",0
"OR4C2P",0.0373842047367442
"OR4C10P",0
"OR4C9P",0.0377067918842906
"OR4R1P",0
"OR4A47",0
"OR4A48P",0
"OR4A46P",0
"OR4A40P",0
"OR4A43P",0
"OR4A45P",0
"OR4A41P",0
"OR4A42P",0
"OR4A44P",0
"AC027369.6",0
"AC027369.3",0
"AC027369.4",0
"AC027369.5",0
"TRIM51CP",0
"AC027369.2",0.0447250151210958
"TRIM51GP",0
"TRIM53CP",0
"AC027369.1",0
"TRIM49B",0
"TRIM64C",0
"AC084851.3",0
"AC084851.1",0
"UBTFL7",0
"AC084851.2",0
"AC118273.1",0
"AC118273.2",0
"TRIM77BP",0
"UBTFL9",0
"FOLH1",0.0378143162697706
"AC118942.1",0
"TYRL",0.0450603925125625
"CBX3P8",0
"AC135977.1",0
"AC136759.1",0
"AC130364.1",0
"AC130364.2",0
"TRIM51FP",0
"AP006587.6",0
"AP006587.1",0
"AP006587.5",0
"AP006587.4",0
"TRIM51DP",0
"AP006587.2",0
"AP006587.3",0
"OR4A1P",0
"OR4A49P",0
"OR4A18P",0.0222202964638477
"OR4A19P",0
"OR4R3P",0
"OR4C13",0
"OR4C12",0
"OR4C48P",0
"OR4C45",0
"OR4C49P",0
"GTF2IP11",0
"AC109635.5",0
"AC109635.1",0
"AC109635.6",0
"AC109635.4",0
"AC109635.3",0
"AC109635.2",0
"AC024405.2",0
"AC024405.1",0
"OR4C50P",0
"OR4C46",0
"OR4C7P",0
"OR4R2P",0
"OR4A4P",0
"OR4A3P",0.0532690486782511
"OR4A2P",0
"OR4A8",0
"OR4A7P",0
"OR4A5",0
"OR4A6P",0
"TRIM48",0
"AP005597.4",0
"AP005597.3",0
"AP005597.2",0
"TRIM51HP",0.0389805765893065
"AP005597.1",0
"OR4A11P",0
"OR4A12P",0
"OR4A16",0
"OR4A15",0
"OR4A9P",0
"OR4X7P",0
"OR4A10P",0
"OR4A17P",0
"OR4A13P",0
"OR4A50P",0
"OR4A21P",0
"OR4C1P",0
"OR4C14P",0
"OR4C15",0.0261942090711753
"OR4C16",0
"OR4C11",0
"OR4P4",0
"OR4S2",0
"OR4C6",0
"OR4V1P",0
"OR4P1P",0
"AP006437.1",0
"OR5D2P",0
"OR5D3P",0
"OR5D17P",0
"OR5D13",0
"OR5D15P",0
"OR5D14",0
"OR5L1",0
"OR5D18",0
"OR5L2",0
"OR5D16",0
"OR9M1P",0.0477505167115174
"AC036111.2",0
"AC036111.3",0
"AC036111.1",0
"TRIM51",0
"OR5W1P",0.113124059656391
"OR5W2",0
"OR5I1",0
"OR10AF1P",0
"OR10AK1P",0.0481254779080518
"OR10AG1",0
"OR7E5P",0
"OR5F1",0
"OR5F2P",0.0570531819362336
"OR5AS1",0
"OR5AQ1P",0
"OR5J1P",0
"OR5BE1P",0
"OR8I2",0
"OR8I4P",0
"OR8H2",0
"OR5BN2P",0
"OR8H3",0
"OR5BN1P",0
"OR8J3",0.0353634301213498
"OR8K4P",0
"OR8K5",0
"OR5J7P",0
"OR5J2",0.0417692124475731
"OR8V1P",0
"AC022882.1",0
"OR8J2",0
"OR5T2",0
"OR5T3",0
"OR5T1",0
"OR8H1",0
"OR8I1P",0
"OR8K3",0
"FAM8A2P",0
"OR8K2P",0
"OR8K1",0
"OR8J1",0
"RPL5P29",0
"OR8U1",0
"OR8L1P",0
"OR5AL2P",0
"OR5AL1",0.043383035149721
"OR5R1",0
"OR5M4P",0
"AP002512.3",0
"OR5M9",0
"OR5M3",0
"OR5M2P",0
"OR5M8",0
"AP002512.1",0
"OR5M7P",0
"AP002512.2",0
"OR5M6P",0.0487188199741313
"OR5M5P",0
"OR5M11",0
"OR5M10",0
"OR5M13P",0
"OR5M1",0
"OR5AM1P",0.0304790749548848
"OR5M12P",0
"OR5AP1P",0
"OR5AP2",0
"OR5AR1",0
"OR2AH1P",0.0364706870760148
"AP004245.1",0
"OR9G1",0
"AP001803.1",0
"OR9G3P",0
"OR9G4",0
"MIR6128",0
"OR9G2P",0
"OR5G1P",0
"OR5G4P",0
"OR5G5P",0
"OR5G3",0
"AP001803.2",0.0347723892563696
"FADS2P1",0.0432354201358682
"OR5AK3P",0.0395094626670721
"OR5AK2",0.0474539245541324
"OR5AK1P",0
"OR5BQ1P",0
"OR5AK4P",0
"OR5AO1P",0
"OR5BP1P",0.0465197039607884
"LRRC55",0
"APLNR",0.0297833713891676
"TNKS1BP1",0
"AP000781.1",0
"SSRP1",0.0453138171101427
"P2RX3",0.0411087122501787
"PRG3",0
"PRG2",0.0464784693447666
"AP000781.2",0
"SLC43A3",0
"RNA5SP341",0
"RN7SKP259",0
"RTN4RL2",0
"AP002893.1",0
"SLC43A1",0.0474539245541324
"RN7SL605P",0
"TIMM10",0.0261086931382969
"SMTNL1",0
"UBE2L6",0.341557187042883
"RPS4XP13",0
"SERPING1",0.122552558599136
"AP000662.1",0
"MIR130A",0
"YPEL4",0
"CLP1",0
"ZDHHC5",0.154645465315533
"MED19",0
"TMX2",0.0270310656753919
"TMX2-CTNND1",0
"PPIAP42",0
"SELENOH",0.097465583057819
"AP001931.1",0
"BTBD18",0.0766820290146539
"CTNND1",0.185550619083664
"OR5BA1P",0.0241651769054546
"AP003484.1",0
"OR5AZ1P",0
"OR5BD1P",0
"CYCSP26",0
"OR9Q1",0
"RNU6-899P",0.0465197039607884
"OR6Q1",0
"VN2R9P",0
"AP004247.2",0
"AP004247.1",0
"OR9L1P",0
"OR9I3P",0
"OR9I1",0
"OR9I2P",0
"OR5BL1P",0
"OR9Q2",0
"OR1S2",0.0407781919336693
"OR1S1",0
"OR10Q1",0.0343432832741307
"EIF4A2P3",0
"OR10W1",0
"OR10Q2P",0
"OR5BC1P",0
"OR5B19P",0
"OR5B10P",0
"AP000435.1",0
"OR5B17",0
"OR5B1P",0
"OR5B15P",0
"OR5B3",0
"OR5B2",0
"OR5B12",0
"AP003557.2",0
"AP003557.1",0
"OR5B21",0
"LPXN",0.0607638135054886
"ZFP91",0.193210493585879
"ZFP91-CNTF",0
"AP001350.1",0
"CNTF",0
"AP001350.2",0.0419043303553539
"GLYAT",0
"AP000445.1",0
"AP000445.2",0
"TMA16P1",0
"GLYATL2",0
"GLYATL1P2",0
"GLYATL1",0
"AP001652.1",0
"AP001636.3",0.059184352745581
"AP001636.2",0
"GLYATL1P1",0
"AP001636.1",0
"GLYATL1P4",0.0519426058040947
"GLYATL1B",0
"FAM111B",0
"FAM111A-DT",0
"AP001258.1",0
"FAM111A",0.394473972993511
"DTX4",0.154312552317304
"MPEG1",0.594654963294116
"RN7SL42P",0.0562874263736934
"WARSP1",0.0495995625855613
"SLC25A47P1",0.0460276455064375
"AP002358.1",0.0554178575728195
"AP002358.2",0
"RN7SL435P",0
"OR5AN2P",0
"OR5BR1P",0.0460854681253278
"OR5AN1",0.0556214792257234
"OR5BB1P",0
"OR5A2",0.0962995800241373
"OR5A1",0.14824810087125
"OR4D6",0
"OR4D10",0
"OR4D8P",0
"OR4D11",0
"OR4D9",0.0787787657789046
"OR4D7P",0
"AP000442.1",0.0299886314134123
"OSBP",0.113469411892051
"MIR3162",0
"AP000442.2",0.0514522652838499
"PATL1",0.372170004146279
"AP000640.2",0.0460276455064375
"RN7SKP192",0
"OR10V1",0
"STX3",1.87720896385589
"OR10Y1P",0
"OR10V3P",0
"OR10V2P",0
"AP000640.1",0
"FABP5P7",0.0382962590769171
"MRPL16",0.129751445545326
"GIF",0.0304790749548848
"TCN1",0.0273747924989677
"OOSP3",0
"SRD5A3P1",0
"OOSP1",0
"OOSP4A",0
"OOSP4B",0
"OOSP2",0
"MS4A3",0
"AP000790.1",0
"MS4A2",0
"AP001257.1",0.056634720558751
"MS4A6A",0.576834576312783
"MS4A4A",0
"MS4A4E",0
"MIR6503",0
"MS4A6E",0
"MS4A7",0
"MS4A14",0.0961148033410317
"MS4A5",0
"MS4A1",0.0401185354982441
"MS4A12",0
"MS4A13",0.0457983554006208
"AP003399.1",0
"LINC00301",0
"MS4A8",0.0334942868190995
"MS4A18",0.0459104209387765
"MS4A15",0
"MS4A10",0
"AP000777.1",0
"AP000777.2",0
"AP000777.3",0
"CCDC86",0.0486563485399826
"PTGDR2",0.0503816834184543
"ZP1",0
"PRPF19",0
"AP003721.4",0
"AP003721.3",0
"TMEM109",0.0938292630062205
"AP003721.1",0
"TMEM132A",0.12593234080094
"SLC15A3",0.39840949007351
"CD6",0.0946564120291385
"RNU6-933P",0
"AP003721.2",0
"CD5",0.0708893140017169
"VPS37C",0.186719314272063
"AP000437.1",0.0734081241671144
"PGA3",0
"PGA4",0
"AP003037.1",0
"PGA5",0
"VWCE",0
"DDB1",0.0873870553447225
"TKFC",0.0261086931382969
"CYB561A3",0.101561253199948
"AP003108.3",0
"TMEM138",0.0758619262110981
"TMEM216",0.0248968258065702
"CPSF7",0.403829881031529
"AP003108.4",0
"AP003108.2",0.0460789688350764
"SDHAF2",0.12205217018907
"RN7SL23P",0
"PPP1R32",0
"AP003108.1",0
"MIR4488",0
"LRRC10B",0
"SYT7",0.0420298211777982
"AP003108.5",0.0324595010490504
"AP003559.1",0.0324595010490504
"AP002754.1",0.0414353472589179
"RPLP0P2",0.0251939512304075
"AP002754.2",0
"DAGLA",0
"DKFZP434K028",0.0511396123664066
"MYRF",0.0839223608624003
"TMEM258",0.355525433042504
"MIR611",0
"FEN1",0
"FADS2",0.153527951808821
"FADS1",0.0422351554437902
"MIR1908",0
"FADS3",0.0264652839886686
"MIR6746",0
"RAB3IL1",0
"RNU6-1243P",0
"BEST1",1.72281937605216
"FTH1",3.43378745852729
"AP003733.4",0.181716710458905
"AP003733.1",0
"AP003733.2",0
"AP003733.3",0
"AP002793.1",0
"INCENP",0.059247552718499
"EEF1DP8",0
"SCGB1D1",0
"SCGB2A1",0
"AP003306.1",0
"SCGB1D2",0
"SCGB2A2",0
"SCGB1D4",0
"NPM1P35",0
"AP003306.2",0
"ASRGL1",0.0992437729799054
"RCC2P6",0
"AP003064.1",0
"SCGB1A1",0.0213047027859622
"AP003064.2",0
"AHNAK",0.239849398564509
"AP001363.1",0
"AP001363.2",0
"EEF1G",0
"AP002990.1",0
"MIR6747",0
"TUT1",0.0355167112737847
"MTA2",0.0322821798060005
"EML3",0.102113300758968
"AP001458.1",0
"ROM1",0
"B3GAT3",0.15650053320173
"GANAB",0.167818219183324
"INTS5",0.0438864662801168
"AP001458.2",0
"C11orf98",0
"LBHD1",0
"CSKMT",0.0772241394504145
"SNORA57",0
"UQCC3",0.049163529902079
"UBXN1",0.90241239238449
"LRRN4CL",0.0517008312374151
"BSCL2",0
"HNRNPUL2-BSCL2",0
"GNG3",0
"HNRNPUL2",0.0199834651237386
"TTC9C",0.24055633469703
"ZBTB3",0
"POLR2G",0.126029764605812
"AP001160.2",0
"TAF6L",0
"TMEM223",0.0460854681253278
"AP001160.3",0.048874926299085
"TMEM179B",0.0126644427938789
"MIR6748",0
"NXF1",0.406962525025624
"MIR6514",0
"STX5",0.35882439586119
"AP001160.4",0
"RNU6-118P",0.113235859339492
"AP001160.1",0
"TEX54",0
"WDR74",0.364332956667774
"RNU2-2P",0
"SNHG1",0.0404316652120039
"SNORD22",0
"SNORD30",0
"RF00099",0
"SNORD28",0
"SNORD27",0
"SNORD26",0
"SNORD25",0
"SLC3A2",0.326002598526305
"CHRM1",0
"AP000438.1",0.0422351554437902
"RN7SL259P",0
"SLC22A6",0
"AP000438.2",0
"SLC22A8",0.0397142128840555
"AP001858.2",0
"AP001858.1",0
"SLC22A24",0
"RPL29P22",0
"SLC22A10",0
"SLC22A25",0
"AP001880.2",0
"CCND2P1",0
"AP001880.1",0
"SLC22A9",0
"HRASLS5",0.0300356426116845
"AP000484.1",0
"LGALS12",0
"RARRES3",0.0748460944890862
"HRASLS2",0
"PLA2G16",0.190643860827215
"AP000753.1",0.0548596593860681
"ATL3",0.069335126176568
"IMMP1LP1",0
"AP000753.2",0
"RTN3",3.34925360631543
"AP000753.3",0.0738325615205483
"C11orf95",0
"RN7SL596P",0
"SPINDOC",0
"AP006289.1",0
"MARK2",0.937007194686351
"RNU6-1306P",0.0234513576506925
"RCOR2",0
"NAA40",0
"RNU6-45P",0
"COX8A",0.663418016090494
"AP000721.1",0
"OTUB1",0.682006732021526
"MACROD1",0
"AP000721.2",0
"AP006333.2",0
"FLRT1",0
"AP006333.1",0
"STIP1",0.0616843060237061
"FERMT3",0.932171593318361
"TRPT1",0.0776125710132709
"NUDT22",0.114508356324602
"AP001453.1",0
"DNAJC4",0.127609583136787
"VEGFB",0
"FKBP2",0.181847464522029
"PPP1R14B",0.165400814030185
"AP001453.2",0
"AP001453.3",0
"PLCB3",0.0437695916718468
"BAD",0.11700743020495
"GPR137",0.0437695916718468
"KCNK4",0
"KCNK4-TEX40",0
"CATSPERZ",0
"ESRRA",0.0758664735651924
"TRMT112",0.270962909634273
"PRDX5",0.943952187266437
"AP003774.4",0.0422351554437902
"CCDC88B",2.98171923660622
"MIR7155",0
"RPS6KA4",0.0781396674570989
"MIR1237",0
"AP003774.3",0
"AP003774.2",0
"AP003774.1",0
"AP005273.1",0
"AP006288.1",0
"SLC22A11",0
"SLC22A12",0.0243420752724455
"NRXN2",0.0273747924989677
"AP001092.1",0
"RASGRP2",0.685536258802374
"PYGM",0.376132123673254
"SF1",2.1334768282974
"AP001462.1",0.0851328201644179
"MAP4K2",0.536475636003066
"MEN1",0.0532690486782511
"CDC42BPG",0.0662222034375967
"EHD1",1.61827138794039
"AP001187.1",0
"MIR194-2HG",0.0553865479647257
"MIR192",0
"MIR194-2",0
"ATG2A",3.22840547679397
"MIR6750",0
"MIR6749",0
"PPP2R5B",0.0683550041005273
"GPHA2",0.0180394207785312
"MAJIN",0.0632265803200516
"BATF2",0.0834964568198855
"ARL2",0.0905728719210542
"ARL2-SNX15",0
"MIR6879",0
"AP000436.1",0
"SNX15",0.0322855538508007
"SAC3D1",0
"NAALADL1",0.043383035149721
"CDCA5",0
"ZFPL1",0.0261086931382969
"TMEM262",0
"VPS51",0
"AP003068.1",0
"TM7SF2",0.0699127213497908
"ZNHIT2",0.132596251127686
"AP003068.3",0
"AP003068.4",0
"FAU",1.20479535164988
"SYVN1",0.0570711591472173
"MRPL49",0.0249897006612269
"MIR6751",0
"HIGD1AP10",0
"RNU2-23P",0
"PDCL2P2",0
"SPDYC",0
"PGAM1P8",0.0586010330029637
"AP003068.2",0
"CAPN1",0.96131188996125
"SLC22A20P",0.0972095865084901
