"","Neutrophil"
"AC245389.1",0
"PDE4DIP",0.172198320863822
"RN7SKP88",0
"RNU2-38P",0
"AC239802.1",0
"AC239802.2",0.0470762135947186
"AC239804.1",0
"NBPF9",0.182210734720131
"AC239804.2",0
"RNU1-59P",0
"AC245297.3",0
"AC245297.1",0
"AC245297.2",0
"SEC22B2",0
"NBPF19",0.0586031576623454
"PPIAL4C",0.0519426058040947
"LINC00869",0.0432691620826016
"AC242842.2",0
"AC242842.1",0.012885425278528
"FAM91A2P",0
"AC243772.3",0
"RNU1-68P",0
"AC243772.1",0.0343889221728476
"FCGR1A",0.10423562087637
"HIST2H2BF",0.0448810718829644
"AC243772.2",0
"HIST2H3D",0
"HIST2H4A",0
"HIST2H3C",0
"HIST2H2AA3",0.0269538936957473
"HIST2H2BD",0
"HIST2H2BC",0.0253914173276075
"HIST2H2AA4",0.0630343854164981
"HIST2H3A",0
"HIST2H4B",0
"AC239868.1",0
"HIST2H2BE",0.238601431972235
"HIST2H2AC",0.128365709961696
"HIST2H2AB",0
"BOLA1",0
"SV2A",0.117194282595517
"SF3B4",0.284507855244238
"MTMR11",0.0464784693447666
"OTUD7B",0.169483719345218
"AC244033.2",0.0473325154545949
"AC244033.1",0
"VPS45",0.130587172576899
"PLEKHO1",0.465044868980807
"AC242988.2",0.223581478395954
"RN7SL480P",0
"ANP32E",0.250199883301484
"RNU2-17P",0
"AC242988.1",0.0502988690110357
"CA14",0.115915237529698
"APH1A",0.648215066669108
"C1orf54",0.0261086931382969
"CIART",0
"MRPS21",0.152653863814661
"PRPF3",0.396446105838434
"RPRD2",0.168404687450766
"TARS2",0
"MIR6878",0
"ECM1",0
"FALEC",0
"AL356356.1",0
"ADAMTSL4",1.03309803346518
"MIR4257",0
"ADAMTSL4-AS1",0.427131850038434
"RN7SL473P",0.196245931688077
"RN7SL600P",0.388965530461684
"MCL1",5.74507513342621
"ENSA",0.516293927443307
"RF00015",0
"GOLPH3L",0.0917777854503966
"HORMAD1",0.0470927492306195
"RNU6-1042P",0
"CTSS",5.34462422740271
"AL356292.1",0
"CTSK",0
"UBE2D3P3",0
"ARNT",0.115461766990162
"RNU6-1309P",0
"RPS27AP6",0
"CTXND2",0
"CYCSP51",0
"SETDB1",0.142611768008634
"CERS2",0.057767644827848
"AL590133.2",0
"AL590133.1",0
"ANXA9",0.135810703643862
"MINDY1",0.658548425244274
"PRUNE1",0.0891075937648414
"RNU6-884P",0
"BNIPL",0
"C1orf56",0.260294963139326
"CDC42SE1",0.921047637688001
"MLLT11",0.297529565642526
"GABPB2",0.179463679542294
"RPS29P29",0
"AL592424.1",0
"SEMA6C",0.0426206787773932
"TNFAIP8L2",0.125913494744243
"SCNM1",0.329451259055196
"LYSMD1",0.0526836882572229
"TMOD4",0
"VPS72",0.194911605006567
"PIP5K1A",0.0930927677734262
"PSMD4",0.598061638227368
"AL391069.2",0
"ZNF687",0.103479982257736
"PI4KB",0.403208956353756
"RN7SL444P",0
"AL391069.4",0
"RFX5",0.0247253316879465
"AL391069.1",0
"AL391069.3",0
"SELENBP1",0.212768530042372
"PSMB4",0.283701135055565
"POGZ",0.435505863066063
"RNY4P25",0
"CGN",0.0861971283237835
"RF00405",0
"TUFT1",0.106129648113147
"AL365436.2",0
"MIR554",0
"AL365436.1",0
"SNX27",1.15053081245566
"AL391335.1",0
"RNU6-1062P",0
"AL589765.1",0
"CELF3",0
"RIIAD1",0.0479919478425596
"RNU6-662P",0
"AL589765.7",0
"AL589765.3",0
"MRPL9",0.0618719253395505
"OAZ3",0
"AL589765.4",0
"AL589765.2",0
"AL589765.5",0
"TDRKH",0.0439480442718302
"TDRKH-AS1",0
"AL589765.6",0
"LINGO4",0.022606722935775
"RORC",0.0513690461585024
"C2CD4D",0
"AL450992.2",0
"THEM5",0
"THEM4",0.173750167678442
"AL450992.3",0
"KRT8P28",0.0239498632829407
"S100A10",0.303495823468965
"AL450992.1",0
"NBPF18P",0
"S100A11",6.28406355042486
"SPTLC1P4",0
"AL591893.1",0
"TCHHL1",0
"TCHH",0
"AL589986.1",0
"PUDPP2",0
"RPTN",0
"FLG-AS1",0
"AL589986.2",0
"HRNR",0
"FLG",0
"FLG2",0.0362661385675913
"HMGN3P1",0
"CRNN",0
"LCE5A",0
"CRCT1",0
"LCE3E",0
"LCE3D",0
"LCE3C",0
"LCE3B",0
"LCE3A",0
"LCEP4",0
"AL139247.1",0.0389805765893065
"LCE2D",0
"LCE2C",0
"LCE2B",0
"LCE2A",0
"LCE4A",0
"C1orf68",0
"LCEP2",0
"LCEP1",0
"KPRP",0
"LCE1F",0
"LCE1E",0
"LCE1D",0
"LCE1C",0
"LCE1B",0.043998269012781
"LCE1A",0
"LCE6A",0
"AL162596.1",0.0450603925125625
"SMCP",0.0514386870614943
"IVL",0
"LINC01527",0
"SPRR5",0
"SPRR4",0
"SPRR1A",0
"SPRR3",0
"AL356867.1",0
"SPRR1B",0
"SPRR2D",0
"SPRR2A",0
"SPRR2B",0
"SPRR2E",0
"SPRR2F",0
"SPRR2C",0
"SPRR2G",0
"AL161636.1",0
"LELP1",0
"PRR9",0
"AL161636.2",0
"LOR",0.0324595010490504
"PGLYRP3",0
"PGLYRP4",0.12869472043089
"RNU6-160P",0
"S100A9",9.28337698913929
"S100A12",3.82844709875832
"LAPTM4BP1",0
"S100A8",8.55187164307275
"S100A15A",0
"S100A7A",0.0253914173276075
"S100A7P1",0
"S100A7L2",0
"S100A7",0
"RN7SL44P",0
"BX470102.1",0
"S100A6",6.00371472469736
"S100A5",0
"S100A4",3.92100068621924
"S100A3",0
"S100A2",0
"BX470102.2",0.116881194881863
"S100A16",0.158489115305928
"S100A14",0.0252316637805507
"S100A13",0.108245078816531
"AL162258.1",0
"S100A1",0
"AL162258.2",0
"CHTOP",0.343192169434019
"SNAPIN",0.0527530430515456
"ILF2",0
"NPR1",0.0261942090711753
"MIR8083",0
"RN7SL372P",0
"GEMIN2P1",0
"INTS3",0
"AL513523.4",0
"AL513523.3",0
"SLC27A3",0
"GATAD2B",0.024706485257042
"AL513523.2",0
"AL513523.1",0
"AL831737.1",0
"AL358472.5",0
"DENND4B",0.426207964653967
"CRTC2",0.244158390308712
"SLC39A1",0
"AL358472.7",0
"MIR6737",0
"AL358472.4",0.0682895182769184
"AL358472.3",0
"CREB3L4",0
"JTB",0.692164037529503
"AL358472.6",0
"AL358472.2",0
"RAB13",0
"RPS27",0.748251459130316
"NUP210L",0.0399730877926232
"AL358472.1",0
"RNU6-179P",0
"RPS7P2",0.0210787998436041
"MIR5698",0
"TPM3",3.45312190902841
"RN7SL431P",0
"MIR190B",0
"C1orf189",0.0481254779080518
"C1orf43",0.453455970865969
"UBAP2L",0.452300259130932
"SNORA58B",0
"HAX1",0.56675428516533
"RF00273",0
"RNU6-239P",0
"RNU6-121P",0.0425326470546603
"AL354980.1",0
"AQP10",0.0551153583278495
"ATP8B2",0.101587545797654
"RNU7-57P",0
"AL162591.1",0
"RPSAP17",0
"IL6R-AS1",0
"IL6R",2.06234446256663
"PSMD8P1",0
"SHE",0.0297833713891676
"AL162591.2",0
"TDRD10",0
"UBE2Q1",0.0948765763717784
"UBE2Q1-AS1",0
"CHRNB2",0
"AL592078.1",0
"ADAR",2.99607349237183
"KCNN3",0
"PMVK",0.0332690672230274
"AL451085.1",0
"PBXIP1",0.644952735932963
"PYGO2",0.137169336449246
"AL451085.2",0
"SHC1",0.353566025209859
"CKS1B",0
"MIR4258",0
"FLAD1",0.0243755285130088
"LENEP",0
"ZBTB7B",0.113075598014971
"DCST2",0.0370045408812552
"DCST1",0.0267207370211612
"DCST1-AS1",0.101245600095167
"ADAM15",0.088570395376982
"EFNA4",0.168120699195169
"AL691442.1",0
"EFNA3",0
"EFNA1",0.11566992010617
"SLC50A1",0.128223682886291
"DPM3",0.0726364556503506
"HMGN2P18",0
"KRTCAP2",0.178119541595983
"AL713999.1",0
"TRIM46",0.0982027613837485
"MUC1",0.268291130896048
"AC234582.1",0
"MIR92B",0
"THBS3",0.179377246211788
"MTX1",0.0377067918842906
"AC234582.2",0
"GBAP1",0.115412045052807
"MTX1P1",0
"GBA",0.0808769256335529
"FAM189B",0.0208444804453415
"SCAMP3",0
"CLK2",0
"HCN3",0
"PKLR",0
"FDPS",0.118708251926216
"RUSC1-AS1",0.0473570102102805
"RUSC1",0.0222836815603204
"ASH1L",0.898434973193581
"MIR555",0
"RNU6-106P",0
"ASH1L-IT1",0
"RNU6-1297P",0
"POU5F1P4",0
"ASH1L-AS1",0
"AL353807.4",0
"DAP3P1",0
"AL353807.1",0
"AL353807.2",0
"MSTO1",0.112817305227215
"AL353807.3",0
"YY1AP1",0.566186599297195
"DAP3",0.164198668947484
"AL162734.1",0
"MSTO2P",0.0245914670705929
"GON4L",0.32546800352956
"AL139128.1",0.0833199443469223
"SYT11",0.0158660943648203
"RIT1",0.427054927751089
"KHDC4",0.184300390846883
"SNORA80E",0
"SCARNA4",0
"RXFP4",0
"ARHGEF2",0.50881647491312
"MIR6738",0
"AL355388.2",0
"AL355388.1",0
"AL355388.3",0.0340594147455036
"SSR2",0.517733566765052
"UBQLN4",0
"LAMTOR2",0.172341916105961
"RAB25",0.167417618434182
"MEX3A",0.0506617136004472
"LMNA",0.209826239596217
"SEMA4A",1.11108352725652
"SLC25A44",0.307883089294575
"PMF1-BGLAP",0
"PMF1",0.219173332181399
"BGLAP",0
"PAQR6",0
"SMG5",0.212871476248582
"TMEM79",0.131420645679867
"GLMP",0.0481377215088069
"VHLL",0
"CCT3",0.0948274384662281
"TSACC",0
"RHBG",0.0487425571555393
"AL139130.1",0
"C1orf61",0.116348530380437
"MIR9-1",0
"AL139412.1",0
"MEF2D",0.71131909423889
"AL365181.1",0
"IQGAP3",0.0589713690088304
"TTC24",0
"NAXE",0.121203160357287
"GPATCH4",0
"AL365181.4",0
"HAPLN2",0
"AL365181.2",0
"BCAN",0
"AL365181.3",0
"AL590666.2",0
"NES",0.0239498632829407
"AL590666.3",0
"AL590666.4",0
"CRABP2",0
"AL590666.1",0.0432354201358682
"ISG20L2",0.331961325737232
"RRNAD1",0.117407016710479
"MRPL24",0
"HDGF",0.456601236540274
"PRCC",0.0580835021489028
"SH2D2A",0.0212310198374545
"NTRK1",0.0239498632829407
"INSRR",0.0261942090711753
"PEAR1",0.0680194420665761
"LRRC71",0.0498524829708744
"ARHGEF11",0.322687898072725
"MIR765",0
"RN7SL612P",0
"AL157713.1",0
"KRT8P45",0
"ETV3L",0
"ETV3",0.164481854276458
"CYCSP52",0
"AL357143.1",0.018785223274776
"AL357143.2",0
"AL138900.1",0
"AL138900.3",0.0245361419004622
"AL138900.2",0
"FCRL5",0
"FCRL4",0
"AL135929.2",0
"AL135929.1",0
"FCRL3",0
"AL356276.1",0
"AL356276.2",0
"VDAC1P9",0
"FCRL2",0
"FCRL1",0
"CD5L",0
"MRPS21P2",0
"AL139010.1",0
"KIRREL1",0
"KIRREL1-IT1",0
"LINC01704",0.0484851954628528
"ELL2P1",0.0597663113046818
"CD1D",0
"AL138899.2",0
"AL138899.1",0.0267943686782828
"CD1A",0.0794150231291093
"HMGN1P5",0
"CD1C",0
"CD1B",0
"CD1E",0
"OR10T2",0
"OR10K2",0
"OR10T1P",0
"EI24P2",0
"OR10K1",0
"OR10R2",0
"AL365440.2",0
"OR10R3P",0
"OR10R1P",0
"AL365440.1",0
"OR6Y1",0
"OR6P1",0
"OR10X1",0
"OR10Z1",0
"SPTA1",0.0897229576113323
"OR6K1P",0.0364706870760148
"OR6K2",0
"OR6K3",0
"OR6K4P",0
"OR6K5P",0
"OR6N1",0
"OR6K6",0
"OR6N2",0
"OR2AQ1P",0
"OR10AA1P",0
"MNDA",5.17564192667956
"PYHIN5P",0
"PYHIN1",0.051815470194694
"IFI16",1.72670255311765
"AIM2",0.0222202964638477
"RAD1P2",0
"CADM3",0
"RNA5SP60",0
"CADM3-AS1",0
"ACKR1",0
"MPTX1",0
"OR10J2P",0
"FCER1A",0
"OR10J3",0
"AL513323.1",0
"OR10J7P",0
"OR10J8P",0
"OR10J9P",0
"OR10J4",0
"OR10J1",0
"AL663023.1",0
"OR10J5",0
"AL606752.1",0.0297833713891676
"OR10AE1P",0
"APCS",0.046096674149897
"OR10J6P",0
"AL445528.2",0
"CRPP1",0
"CRP",0
"AL445528.1",0
"DUSP23",0.393533736437381
"FCRL6",0
"SLAMF8",0
"SNHG28",0
"RF00570",0
"VSIG8",0
"AL590560.1",0.0566421683953729
"CFAP45",0.220896322706859
"MIR4259",0
"AL590560.2",0.0794899466175216
"TAGLN2",4.21172388050865
"IGSF9",0.0270310656753919
"SLAMF9",0
"LINC01133",0
"AL513485.1",0
"KCNJ10",0
"AL513302.1",0
"PIGM",0
"AL121987.1",0
"KCNJ9",0
"IGSF8",0.0476839945296095
"ATP1A2",0
"ATP1A4",0
"CASQ1",0.0243420752724455
"AL121987.2",0
"PEA15",0.0249897006612269
"DCAF8",0.0869084861256375
"AL139011.2",0.0328389854670694
"AL139011.1",0
"RPSAP18",0
"PEX19",0.0896379487641156
"COPA",0.916807615449875
"SUMO1P3",0
"NCSTN",0.426999345729166
"NHLH1",0.0406235660613704
"RNU4-42P",0
"VANGL2",0.0726503723683074
"SLAMF6",0.10042024867894
"AL138930.1",0
"CD84",0.0994367733094022
"SLAMF1",0.0378143162697706
"SETP9",0
"AL121985.1",0
"CD48",0.0599536741081301
"SLAMF7",0.0241651769054546
"AL121985.3",0
"AL121985.2",0
"LY9",0.10413529065865
"CD244",0
"PPIAP37",0.0265485436126185
"ITLN1",0
"AL354714.2",0
"AL354714.3",0
"AL354714.1",0.0315710034210649
"AL354714.4",0
"ITLN2",0
"F11R",0.371572965903307
"AL591806.3",0.0366152141932016
"AL591806.2",0
"TSTD1",0.618298851063261
"USF1",0.180431137303571
"ARHGAP30",3.72779055547543
"NECTIN4",0.170098126738815
"AL591806.1",0
"KLHDC9",0
"PFDN2",0.0684530541943068
"NIT1",0.128369700617474
"DEDD",0.242105010046789
"RF01225",0
"UFC1",0.139878931252353
"AL590714.1",0
"USP21",0.131171770092604
"PPOX",0
"B4GALT3",0.187701943073516
"ADAMTS4",0.0858163873060576
"NDUFS2",0.27237137717417
"FCER1G",2.38683517653921
"APOA2",0.049163529902079
"TOMM40L",0.0373144949551451
"MIR5187",0
"NR1I3",0.0395094626670721
"PCP4L1",0
"MPZ",0.0786740997464996
"SDHC",0.295179430715123
"CFAP126",0
"RRM2P2",0
"AL592295.4",0.107425342780319
"RNU6-481P",0
"AL592295.3",0
"AL592295.1",0
"AL592295.2",0.0446159175092291
"AL831711.1",0
"FCGR2A",4.66532150938974
"AL590385.2",0.0473973421306254
"HSPA6",1.16260593751185
"RPS23P10",0.0395094626670721
"FCGR3A",2.65088103910698
"AL590385.1",0
"FCGR2C",0.0730970173154562
"HSPA7",0.0621103702352095
"RPS23P9",0
"FCGR3B",6.59625368534885
"FCGR2B",0.136135151621727
"AL451067.1",0
"RPL31P11",0
"FCRLA",0
"FCRLB",0
"RN7SL466P",0
"DUSP12",0
"AL359541.1",0
"ATF6",0.451182066386723
"AL391825.1",0
"OLFML2B",0
"AL590408.1",0
"NOS1AP",0.0412404488706195
"AL450163.1",0
"MIR4654",0
"AL512785.1",0
"RNA5SP61",0.0575754363963714
"MIR556",0.0504067552988029
"AL512785.2",0
"C1orf226",0
"SPATA46",0
"SH2D1B",0.0399307590819507
"SLAMF6P1",0
"UHMK1",0.0920612329708126
"UQCRBP2",0
"AL596325.1",0
"UAP1",0
"AL596325.2",0.031714342443201
"DDR2",0.0793695263888561
"RN7SL861P",0
"HSD17B7",0.100964128978969
"CCDC190",0
"AL392003.2",0.0545603603808835
"AL392003.1",0.0412667709746872
"RGS4",0.0257974081561114
"RGS5",0
"AL499616.1",0.0519578874474949
"AL451063.1",0
"AL592435.1",0
"NUF2",0
"AL603841.1",0
"RNA5SP62",0
"RNA5SP63",0
"AL355862.1",0
"NMNAT1P2",0
"RNU5F-6P",0
"HMGB3P6",0
"PBX1",0.0493359753847846
"RNU6-171P",0
"AL391001.1",0.0440168175015711
"AL357568.1",0
"AL357568.2",0
"AL390119.1",0
"RNU6-755P",0
"LMX1A",0.0599884538618212
"AL390730.1",0
"AL390730.2",0
"RXRG",0.0400108819310236
"AL157714.2",0.0382312067821207
"AL157714.1",0
"LRRC52",0
"AL356441.2",0
"AL356441.1",0
"MGST3",0.0620974292515313
"ALDH9A1",0.121302635915269
"AL451074.4",0
"AL451074.3",0
"AL451074.1",0.0239498632829407
"AL451074.6",0
"TMCO1",0.256647244491841
"AL451074.2",0
"AL451074.5",0
"UCK2",0.0320959321941074
"AL358115.1",0
"MIR3658",0
"AL606495.2",0
"AL606495.1",0
"RNA5SP64",0
"FAM78B",0.0439892072025874
"AL626787.1",0
"AL596087.2",0
"MIR921",0
"AL596087.1",0
"AL390115.1",0
"AL583804.1",0
"FMO7P",0.0500925017537848
"LINC01675",0
"FMO8P",0
"FMO9P",0
"FMO10P",0.0513610729411535
"RPL4P2",0
"FMO11P",0
"CNN2P10",0
"POGK",0.1492323096072
"TADA1",0.0305844503572395
"DUTP6",0
"ILDR2",0.105689353078409
"MAEL",0.022606722935775
"RNA5SP65",0
"AL158837.1",0.0239498632829407
"GPA33",0.0497571493108057
"DUSP27",0.106554729099878
"AL451050.1",0
"LINC01363",0
"AL451050.2",0
"POU2F1",0.306848653263699
"AL136984.1",0.090481138487186
"CD247",0.077863502436192
"AL359962.1",0
"AL359962.2",0
"AKR1D1P1",0
"CREG1",0.0776549988308813
"AL031733.1",0
"AL031733.2",0.113145742180075
"RCSD1",1.02232599535678
"MPZL1",0.055198780749543
"ADCY10",0.0544223446934807
"Z99943.2",0
"Z99943.1",0.046068208399994
"MPC2",0.0565488985367303
"DCAF6",0.180299055058643
"MIR1255B2",0
"GCSHP5",0
"GPR161",0.188371850054916
"TIPRL",0.149570404302031
"RPL34P1",0
"AL021397.1",0.0519426058040947
"SFT2D2",0.200030188820934
"ANKRD36BP1",0
"RNU6-1310P",0
"TBX19",0.087212232582465
"AL022100.1",0
"MIR557",0
"AL023755.1",0.103158772833794
"AL022100.2",0
"QRSL1P1",0.0556016774231719
"XCL2",0.0473589625314717
"AL031736.1",0
"XCL1",0.0208444804453415
"AL031736.2",0
"DPT",0
"AL135926.1",0
"AL031275.1",0
"LINC00626",0
"SUMO1P2",0
"LINC00970",0
"RPL29P7",0
"RNA5SP66",0
"AL031726.1",0
"ATP1B1",0.292314370978433
"NME7",0.0545132923992675
"Z99758.1",0
"BLZF1",0.0937916444251269
"CCDC181",0
"SLC19A2",0.10275308542547
"AL021068.2",0
"AL021068.1",0
"F5",1.1069589239384
"SELP",0.0989503630873038
"C1orf112",0.0509474007221635
"SELL",5.52732508108109
"SELE",0.0189194756997514
"AL021940.1",0
"METTL18",0
"SCYL3",0.0825654076226573
"RN7SL333P",0
"KIFAP3",0.0409336461754369
"RN7SL269P",0.0439892072025874
"MRPS10P1",0
"AL356475.1",0
"SIGLEC30P",0
"METTL11B",0
"MIR3119-1",0
"MIR3119-2",0
"LINC01681",0.0494284711547667
"ISCUP1",0
"LINC01142",0
"HAUS4P1",0
"AL354732.1",0
"GORAB",0
"AL162399.1",0
"AL023495.1",0
"PRRX1",0.0762663382751968
"Z97200.1",0.040294280721453
"MROH9",0.084962289041583
"BX284613.1",0
"FMO3",0.0547756335620148
"MIR1295A",0
"MIR1295B",0
"FMO6P",0
"FMO2",0
"AL021026.1",0
"AL445673.1",0
"FMO1",0
"HMGB1P11",0.0322855538508007
"FMO4",0.0347723892563696
"AL031274.1",0
"SRP14P4",0
"GM2AP2",0
"CYCSP53",0
"PRRC2C",2.03486007935989
"MYOCOS",0.0471316397787763
"MYOC",0
"PFN1P1",0.083069665213031
"RPL4P3",0
"VAMP4",0.166836041403453
"Z98751.1",0
"Z98751.3",0
"Z98751.2",0
"RF00601",0
"METTL13",0
"AL031864.1",0
"AL031864.2",0
"DNM3",0
"DNM3-IT1",0
"DNM3OS",0
"MIR214",0
"MIR3120",0
"MIR199A2",0
"RNU6-157P",0
"PIGC",0.112329395431542
"C1orf105",0
"SUCO",0.298889818097016
"RNU6-693P",0
"FASLG",0.0158660943648203
"SLC25A38P1",0
"Z98043.1",0
"AL031599.1",0
"AIMP1P2",0
"Z97198.1",0
"TNFSF18",0.0952230192179279
"GOT2P2",0
"AL022310.1",0.0693048566329299
"TNFSF4",0.0657340362159337
"AL645568.3",0
"AL645568.2",0
"AL645568.1",0.133469339330249
"PRDX6",0.285625090276986
"SLC9C2",0.0738621101046058
"AL139142.1",0
"AL139142.2",0
"ANKRD45",0.0320811296754398
"TEX50",0
"KLHL20",0.0213047027859622
"BX248409.1",0
"RN7SKP160",0
"CENPL",0.0260355150342514
"DARS2",0
"GAS5-AS1",0
"GAS5",0.352384463315631
"ZBTB37",0.612332947309503
"SERPINC1",0
"RNA5SP67",0
"RC3H1",1.5274672792589
"RNA5SP68",0
"RC3H1-IT1",0
"AL121983.1",0
"RPL30P1",0
"AL121983.2",0
"RABGAP1L",0.400576143774687
"AL022400.1",0
"GPR52",0
"BANF1P4",0
"NDUFAF4P4",0
"Z99127.3",0
"RABGAP1L-IT1",0
"Z99127.2",0
"Z99127.1",0
"RNU6-307P",0
"CACYBP",0.262829876516463
"MRPS14",0.0516614929349614
"SDCCAG3P2",0
"TNN",0.0277169829472953
"KIAA0040",0.703903568246701
"AL008626.1",0
"RPS29P4",0.0394810856918549
"Z94057.1",0
"TNR",0.111972624282369
"TNR-IT1",0.0519426058040947
"LINC01657",0.0566421683953729
"AL513329.1",0.0524071977506015
"RPS29P5",0
"COP1",0.884592161643297
"SCARNA3",0
"AL590723.1",0.130509731183723
"AL359265.3",0.0579791713371331
"RF00066",0
"AL359265.2",0
"RNU2-12P",0
"AL359265.1",0
"AL591043.1",0
"MORF4L1P7",0
"PAPPA2",0.0441661647265073
"PTP4A1P7",0
"ASTN1",0.167519403435816
"MIR488",0
"BRINP2",0.0621874069692647
"LINC01645",0.0412667709746872
"AL122019.1",0
"LINC01741",0
"SEC16B",0.051167198265775
"CRYZL2P-SEC16B",0.0808131799870202
"CRYZL2P",0
"AL359075.1",0
"RASAL2-AS1",0
"RASAL2",0.169352021876754
"AL160281.1",0
"AL365357.1",0
"CLEC20A",0
"AL513013.1",0
"TEX35",0.046096674149897
"C1orf220",0
"RNA5SP69",0
"AL137796.1",0
"MIR4424",0
"AL449106.1",0
"RALGPS2",0.103575244116549
"PTPN2P1",0
"ANGPTL1",0.0558989742595379
"FAM20B",0.154649040692439
"AL139132.1",0
"TOR3A",0.0328749602866262
"ABL2",0
"AL512326.3",0
"SETP10",0
"RF00272",0
"EIF4A1P11",0
"AL512326.1",0
"COX5BP8",0
"AL512326.2",0
"SOAT1",0.267114494690479
"AXDND1",0.140959581449948
"MEF2AP1",0
"HNRNPA1P54",0
"AL160286.3",0
"NPHS2",0
"RNU5F-2P",0
"AL160286.1",0
"AL160286.2",0
"TDRD5",0
"AL359853.3",0
"FAM163A",0
"AL359853.1",0.0352638084223046
"AL359853.2",0.0459040404860206
"TOR1AIP2",0.623655495249586
"AL353708.3",0
"TOR1AIP1",0.32606905302371
"RN7SL230P",0.133608192033367
"AL353708.2",0
"AL353708.1",0.0479868237932618
"CEP350",1.22245873330656
"RPSAP16",0.0621250336709617
"AL590632.1",0
"AL390718.1",0
"QSOX1",0.620635999326256
"LHX4",0
"ACBD6",0.230957098847834
"VDAC1P4",0
"MIR3121",0
"OVAAL",0.0373144949551451
"XPR1",0.0810163144938391
"AL162431.1",0
"KIAA1614",0.0323417142446324
"AL162431.2",0
"KIAA1614-AS1",0
"AL162431.3",0
"AL162431.4",0
"STX6",0.357565822279315
"MR1",0.339890762050659
"IER5",0.20305020126389
"LINC01732",0
"AL358393.1",0
"LINC01699",0
"CACNA1E",0.296552030588684
"RNA5SP70",0
"AL161734.1",0
"RN7SKP229",0
"ZNF648",0
"AL355482.1",0
"AL355482.2",0
"AL390856.1",0
"LINC01344",0
"YPEL5P1",0
"RNU6-152P",0
"AL513480.1",0
"EIF1P3",0
"GLUL",4.07335874393657
"TEDDM1",0.0381206305825841
"LINC00272",0
"RGSL1",0
"AL139344.1",0
"TEDDM2P",0
"RNASEL",0.309070186237709
"RGS16",0.0572875925573425
"LINC01686",0
"RGS8",0.048038217005682
"LINC01688",0
"AL353778.1",0
"NPL",0.814426142372223
"DHX9",0.0272983274904352
"SHCBP1L",0
"HMGN1P4",0
"RNA5SP71",0
"AL450304.2",0
"AL450304.1",0
"KRT18P28",0
"RNU6-41P",0
"LAMC1",0.103703846554176
"LAMC1-AS1",0
"LAMC2",0.155994444661937
"NMNAT2",0.0384798576839856
"AL356981.1",0
"SMG7-AS1",0.0494750973767585
"SMG7",0.714585718557982
"NCF2",3.28238431133233
"ARPC5",1.71457692365417
"RGL1",0.0803528621867843
"APOBEC4",0
"AL157899.1",0
"AL590422.1",0
"COLGALT2",0
"TSEN15",0.0625423322771026
"AL445228.1",0
"RN7SL654P",0
"AL445228.2",0
"C1orf21",0.0473399583632097
"AL078645.1",0
"AL078645.2",0
"AL713852.1",0
"EDEM3",0.348561357520266
"FAM129A",3.03508081791684
"RNU7-13P",0
"LINC01633",0
"RNA5SP72",0.0389805765893065
"RNF2",0.0255821392982268
"FTH1P25",0
"TRMT1L",0.126320285294591
"SWT1",0.175650455673437
"RPL22P24",0
"RPL5P5",0
"AL356273.1",0
"AL356273.2",0
"AL356273.3",0.964977110373675
"IVNS1ABP",2.85565454942455
"AL078644.1",0.158849459784142
"GS1-279B7.1",0.0527116708613757
"RNU7-183P",0
"MCRIP2P2",0.0493359753847846
"AL133383.2",0
"LINC01350",0
"AL133383.1",0.0488308605357061
"HMCN1",0.219418064947305
"AL133553.1",0
"PRG4",0.0700233216879571
"TPR",0.925924449306951
"RNU6-1240P",0
"ODR4",0
"OCLM",0
"AL596220.1",0.022606722935775
"PDC",0
"AL096803.3",0
"AL096803.1",0.0301651608142256
"AL096803.2",0
"PTGS2",1.40597744727358
"PACERR",0
"PLA2G4A",0.0500898559755337
"ERVMER61-1",0.0815109068696531
"AL391813.1",0
"FDPSP1",0
"AL357559.1",0
"SLC4A1APP2",0
"AL645474.1",0
"AL136372.2",0
"AL136372.1",0
"RN7SKP156",0
"AL596211.1",0
"AL592447.1",0.0389805765893065
"AL929288.1",0.0539712336088123
"AL929288.2",0
"RPS3AP9",0.043383035149721
"AL691515.1",0.0496687177583758
"AL691515.2",0.0189194756997514
"LINC01035",0
"CLPTM1LP1",0
"GAPDHP75",0
"RNA5SP73",0
"LINC01701",0
"AL591504.1",0
"AL359976.1",0
"BRINP3",0
"AL354771.1",0
"LINC01351",0
"AL391645.1",0
"LINC01720",0
"AL139135.1",0
"AL139135.2",0
"AL138927.1",0
"HNRNPA1P46",0
"AL713866.1",0
"AL713866.2",0
"LINC01680",0
"AL359081.1",0
"AL954650.1",0.0239498632829407
"RGS18",1.36396504393455
"AL390957.1",0.13180894044284
"AL513175.1",0
"AL513175.2",0.0452672109065687
"RGS21",0
"AL136987.1",0.0813483039039189
"RGS1",0
"RGS13",0.0279172611050062
"AL136454.1",0
"MIR4426",0
"AL035407.2",0
"AL035407.1",0
"RGS2",6.53664994805865
"RN7SKP126",0
"ZNF101P2",0
"UCHL5",0.0712041090487564
"SCARNA18B",0
"TROVE2",0.248739910040621
"GLRX2",0.12500080286986
"CDC73",0.129239588572793
"MIR1278",0
"B3GALT2",0.0513432654289195
"LINC01031",0
"AL357793.1",0.0343889221728476
"AL357793.2",0.0208444804453415
"RPL23AP22",0
"AL356272.1",0
"EEF1A1P14",0.0249897006612269
"AL513348.1",0
"RNU6-983P",0
"AL353072.1",0
"AL353072.2",0
