Cell	cell_type
E7_B001769.gencode.vH29	Alveolar Epithelial Type 2
E7_B002460.gencode.vH29	Alveolar Epithelial Type 2
E7_B002464.gencode.vH29	Alveolar Epithelial Type 2
E7_B003269.gencode.vH29	Alveolar Epithelial Type 2
E8_B002461.gencode.vH29	Alveolar Epithelial Type 2
E8_B003269.gencode.vH29	Alveolar Epithelial Type 2
F2_B002460.gencode.vH29	Alveolar Epithelial Type 2
F3_B001773.gencode.vH29	Alveolar Epithelial Type 2
F3_B002460.gencode.vH29	Alveolar Epithelial Type 2
F3_B003269.gencode.vH29	Alveolar Epithelial Type 2
F4_B002460.gencode.vH29	Alveolar Epithelial Type 2
F4_B002461.gencode.vH29	Signaling Alveolar Epithelial Type 2
F5_B001773.gencode.vH29	Alveolar Epithelial Type 2
F5_B002460.gencode.vH29	Alveolar Epithelial Type 2
F5_B002464.gencode.vH29	Alveolar Epithelial Type 2
F6_B002460.gencode.vH29	Alveolar Epithelial Type 2
F6_B003269.gencode.vH29	Alveolar Epithelial Type 2
F7_B001771.gencode.vH29	Alveolar Epithelial Type 2
F7_B002461.gencode.vH29	Alveolar Epithelial Type 2
F8_B002460.gencode.vH29	Alveolar Epithelial Type 2
F8_B002464.gencode.vH29	Alveolar Epithelial Type 2
G1_B002460.gencode.vH29	Alveolar Epithelial Type 2
G2_B002460.gencode.vH29	Alveolar Epithelial Type 2
G2_B002461.gencode.vH29	Alveolar Epithelial Type 2
G2_B002464.gencode.vH29	Alveolar Epithelial Type 2
G3_B001771.gencode.vH29	Alveolar Epithelial Type 2
G4_B001771.gencode.vH29	Alveolar Epithelial Type 2
G5_B001772.gencode.vH29	Alveolar Epithelial Type 2
G5_B002461.gencode.vH29	Alveolar Epithelial Type 2
G7_B001774.gencode.vH29	Alveolar Epithelial Type 2
G7_B002461.gencode.vH29	Alveolar Epithelial Type 2
G8_B002461.gencode.vH29	Alveolar Epithelial Type 2
H1_B001769.gencode.vH29	Alveolar Epithelial Type 2
H1_B002460.gencode.vH29	Signaling Alveolar Epithelial Type 2
H2_B002460.gencode.vH29	Alveolar Epithelial Type 2
H2_B003269.gencode.vH29	Alveolar Epithelial Type 2
H3_B001774.gencode.vH29	Alveolar Epithelial Type 2
H4_B002464.gencode.vH29	Alveolar Epithelial Type 2
H5_B003269.gencode.vH29	Alveolar Epithelial Type 2
H6_B002460.gencode.vH29	Alveolar Epithelial Type 2
H7_B001771.gencode.vH29	Alveolar Epithelial Type 2
H7_B001772.gencode.vH29	Alveolar Epithelial Type 2
H7_B003269.gencode.vH29	Alveolar Epithelial Type 2
H8_B001774.gencode.vH29	Alveolar Epithelial Type 2
H8_B002461.gencode.vH29	Alveolar Epithelial Type 2
H8_B003269.gencode.vH29	Alveolar Epithelial Type 2
I1_B002460.gencode.vH29	Alveolar Epithelial Type 2
I2_B003269.gencode.vH29	Alveolar Epithelial Type 2
I3_B003269.gencode.vH29	Alveolar Epithelial Type 2
I5_B001769.gencode.vH29	Alveolar Epithelial Type 2
I6_B001769.gencode.vH29	Alveolar Epithelial Type 2
I6_B003269.gencode.vH29	Alveolar Epithelial Type 2
I7_B001769.gencode.vH29	Alveolar Epithelial Type 2
I7_B001774.gencode.vH29	Alveolar Epithelial Type 2
I8_B002464.gencode.vH29	Alveolar Epithelial Type 2
I8_B003269.gencode.vH29	Alveolar Epithelial Type 2
J1_B001773.gencode.vH29	Alveolar Epithelial Type 2
J2_B001769.gencode.vH29	Alveolar Epithelial Type 2
J3_B002460.gencode.vH29	Alveolar Epithelial Type 2
J3_B002464.gencode.vH29	Alveolar Epithelial Type 2
J4_B003269.gencode.vH29	Alveolar Epithelial Type 2
J5_B001771.gencode.vH29	Alveolar Epithelial Type 2
J5_B002461.gencode.vH29	Alveolar Epithelial Type 2
J5_B003269.gencode.vH29	Alveolar Epithelial Type 2
K1_B001769.gencode.vH29	Signaling Alveolar Epithelial Type 2
K2_B001773.gencode.vH29	Alveolar Epithelial Type 2
K2_B003269.gencode.vH29	Alveolar Epithelial Type 2
K3_B001773.gencode.vH29	Alveolar Epithelial Type 2
K3_B003269.gencode.vH29	Alveolar Epithelial Type 2
K4_B003269.gencode.vH29	Alveolar Epithelial Type 2
K5_B003269.gencode.vH29	Alveolar Epithelial Type 2
K6_B001773.gencode.vH29	Alveolar Epithelial Type 2
K6_B002460.gencode.vH29	Alveolar Epithelial Type 2
K6_B002461.gencode.vH29	Alveolar Epithelial Type 2
K6_B002464.gencode.vH29	Alveolar Epithelial Type 2
K7_B001772.gencode.vH29	Alveolar Epithelial Type 2
L1_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
L1_B002460.gencode.vH29	Alveolar Epithelial Type 2
L1_B002461.gencode.vH29	Alveolar Epithelial Type 2
L1_B003269.gencode.vH29	Alveolar Epithelial Type 2
L2_B001773.gencode.vH29	Alveolar Epithelial Type 2
L2_B002461.gencode.vH29	Alveolar Epithelial Type 2
L2_B003269.gencode.vH29	Alveolar Epithelial Type 2
L3_B001771.gencode.vH29	Alveolar Epithelial Type 2
L3_B002460.gencode.vH29	Alveolar Epithelial Type 2
L3_B002461.gencode.vH29	Alveolar Epithelial Type 2
L5_B003269.gencode.vH29	Alveolar Epithelial Type 2
L6_B002460.gencode.vH29	Alveolar Epithelial Type 2
L7_B001774.gencode.vH29	Signaling Alveolar Epithelial Type 2
L7_B002460.gencode.vH29	Alveolar Epithelial Type 2
L7_B002461.gencode.vH29	Alveolar Epithelial Type 2
L7_B003269.gencode.vH29	Alveolar Epithelial Type 2
L8_B001769.gencode.vH29	Alveolar Epithelial Type 2
L8_B001772.gencode.vH29	Alveolar Epithelial Type 2
L8_B003269.gencode.vH29	Alveolar Epithelial Type 2
M1_B002464.gencode.vH29	Alveolar Epithelial Type 2
M2_B002461.gencode.vH29	Alveolar Epithelial Type 2
M2_B003269.gencode.vH29	Alveolar Epithelial Type 2
M3_B001773.gencode.vH29	Alveolar Epithelial Type 2
M4_B001774.gencode.vH29	Alveolar Epithelial Type 2
M5_B001773.gencode.vH29	Alveolar Epithelial Type 2
M5_B001774.gencode.vH29	Alveolar Epithelial Type 2
M5_B002460.gencode.vH29	Alveolar Epithelial Type 2
M6_B002460.gencode.vH29	Alveolar Epithelial Type 2
M6_B002461.gencode.vH29	Alveolar Epithelial Type 2
M7_B001773.gencode.vH29	Alveolar Epithelial Type 2
M7_B003269.gencode.vH29	Alveolar Epithelial Type 2
M8_B001769.gencode.vH29	Alveolar Epithelial Type 2
M8_B002460.gencode.vH29	Alveolar Epithelial Type 2
M8_B002461.gencode.vH29	Alveolar Epithelial Type 2
N1_B002460.gencode.vH29	Alveolar Epithelial Type 2
N1_B003269.gencode.vH29	Alveolar Epithelial Type 2
N2_B002461.gencode.vH29	Alveolar Epithelial Type 2
N3_B001769.gencode.vH29	Alveolar Epithelial Type 2
N4_B003269.gencode.vH29	Alveolar Epithelial Type 2
N5_B001772.gencode.vH29	Alveolar Epithelial Type 2
N5_B002464.gencode.vH29	Alveolar Epithelial Type 2
N6_B001771.gencode.vH29	Alveolar Epithelial Type 2
N6_B002461.gencode.vH29	Alveolar Epithelial Type 2
N7_B002461.gencode.vH29	Alveolar Epithelial Type 2
N8_B001774.gencode.vH29	Alveolar Epithelial Type 2
O1_B001773.gencode.vH29	Alveolar Epithelial Type 2
O1_B002460.gencode.vH29	Alveolar Epithelial Type 2
O3_B002460.gencode.vH29	Alveolar Epithelial Type 2
O4_B002460.gencode.vH29	Alveolar Epithelial Type 2
O4_B002461.gencode.vH29	Alveolar Epithelial Type 2
O5_B001773.gencode.vH29	Alveolar Epithelial Type 2
O5_B002461.gencode.vH29	Alveolar Epithelial Type 2
O6_B003269.gencode.vH29	Alveolar Epithelial Type 2
O7_B002460.gencode.vH29	Alveolar Epithelial Type 2
O8_B002460.gencode.vH29	Alveolar Epithelial Type 2
P2_B002461.gencode.vH29	Alveolar Epithelial Type 2
P2_B002464.gencode.vH29	Alveolar Epithelial Type 2
P4_B003269.gencode.vH29	Alveolar Epithelial Type 2
P5_B002460.gencode.vH29	Alveolar Epithelial Type 2
P6_B002460.gencode.vH29	Alveolar Epithelial Type 2
P8_B002460.gencode.vH29	Alveolar Epithelial Type 2
P8_B003269.gencode.vH29	Alveolar Epithelial Type 2
A1_B003269.gencode.vH29	Alveolar Epithelial Type 2
A4_B002464.gencode.vH29	Alveolar Epithelial Type 2
A5_B001772.gencode.vH29	Signaling Alveolar Epithelial Type 2
A5_B002464.gencode.vH29	Alveolar Epithelial Type 2
B3_B001769.gencode.vH29	Alveolar Epithelial Type 2
B3_B002460.gencode.vH29	Alveolar Epithelial Type 2
B4_B001772.gencode.vH29	Alveolar Epithelial Type 2
B5_B001774.gencode.vH29	Alveolar Epithelial Type 2
B6_B001774.gencode.vH29	Alveolar Epithelial Type 2
B8_B001772.gencode.vH29	Alveolar Epithelial Type 2
B8_B001774.gencode.vH29	Alveolar Epithelial Type 2
C1_B003269.gencode.vH29	Alveolar Epithelial Type 2
C14_B001774.gencode.vH29	Alveolar Epithelial Type 2
C2_B001769.gencode.vH29	Alveolar Epithelial Type 2
C4_B001769.gencode.vH29	Alveolar Epithelial Type 2
C5_B001772.gencode.vH29	Alveolar Epithelial Type 2
C6_B001774.gencode.vH29	Alveolar Epithelial Type 2
D14_B001772.gencode.vH29	Alveolar Epithelial Type 2
D2_B001772.gencode.vH29	Alveolar Epithelial Type 2
E1_B001769.gencode.vH29	Alveolar Epithelial Type 2
E2_B002461.gencode.vH29	Signaling Alveolar Epithelial Type 2
E4_B001774.gencode.vH29	Alveolar Epithelial Type 2
F6_B002464.gencode.vH29	Alveolar Epithelial Type 2
G3_B001769.gencode.vH29	Alveolar Epithelial Type 2
G4_B002464.gencode.vH29	Alveolar Epithelial Type 2
G6_B001772.gencode.vH29	Alveolar Epithelial Type 2
G8_B002464.gencode.vH29	Alveolar Epithelial Type 2
H1_B002464.gencode.vH29	Alveolar Epithelial Type 2
H6_B002464.gencode.vH29	Alveolar Epithelial Type 2
H8_B001772.gencode.vH29	Alveolar Epithelial Type 2
I5_B001774.gencode.vH29	Alveolar Epithelial Type 2
I7_B001771.gencode.vH29	Alveolar Epithelial Type 2
I7_B001772.gencode.vH29	Alveolar Epithelial Type 2
J1_B001774.gencode.vH29	Alveolar Epithelial Type 2
J7_B002464.gencode.vH29	Alveolar Epithelial Type 2
J8_B001772.gencode.vH29	Alveolar Epithelial Type 2
J8_B003269.gencode.vH29	Alveolar Epithelial Type 2
K1_B001772.gencode.vH29	Alveolar Epithelial Type 2
K4_B001772.gencode.vH29	Alveolar Epithelial Type 2
K4_B002464.gencode.vH29	Alveolar Epithelial Type 2
K5_B001772.gencode.vH29	Alveolar Epithelial Type 2
K7_B001769.gencode.vH29	Alveolar Epithelial Type 2
K8_B001769.gencode.vH29	Alveolar Epithelial Type 2
L11_B001771.gencode.vH29	Alveolar Epithelial Type 2
L5_B001774.gencode.vH29	Alveolar Epithelial Type 2
L7_B001771.gencode.vH29	Alveolar Epithelial Type 2
M1_B001774.gencode.vH29	Alveolar Epithelial Type 2
N16_B001771.gencode.vH29	Alveolar Epithelial Type 2
N2_B002464.gencode.vH29	Alveolar Epithelial Type 2
N3_B001771.gencode.vH29	Alveolar Epithelial Type 2
N3_B001772.gencode.vH29	Alveolar Epithelial Type 2
N3_B001774.gencode.vH29	Alveolar Epithelial Type 2
N4_B001772.gencode.vH29	Alveolar Epithelial Type 2
N6_B002464.gencode.vH29	Alveolar Epithelial Type 2
N7_B001772.gencode.vH29	Alveolar Epithelial Type 2
O2_B001771.gencode.vH29	Signaling Alveolar Epithelial Type 2
O2_B002464.gencode.vH29	Signaling Alveolar Epithelial Type 2
O7_B003269.gencode.vH29	Alveolar Epithelial Type 2
P1_B002460.gencode.vH29	Signaling Alveolar Epithelial Type 2
P1_B002464.gencode.vH29	Alveolar Epithelial Type 2
P2_B003269.gencode.vH29	Alveolar Epithelial Type 2
P3_B001774.gencode.vH29	Alveolar Epithelial Type 2
P3_B002464.gencode.vH29	Alveolar Epithelial Type 2
P4_B001774.gencode.vH29	Alveolar Epithelial Type 2
P5_B002461.gencode.vH29	Alveolar Epithelial Type 2
A10_B002461.gencode.vH29	Alveolar Fibroblast
A11_B002464.gencode.vH29	Alveolar Fibroblast
A13_B001773.gencode.vH29	Alveolar Fibroblast
A15_B001773.gencode.vH29	Alveolar Fibroblast
A15_B002461.gencode.vH29	Alveolar Fibroblast
A19_B001774.gencode.vH29	Alveolar Fibroblast
B10_B001774.gencode.vH29	Alveolar Fibroblast
B11_B002461.gencode.vH29	Alveolar Fibroblast
B12_B001773.gencode.vH29	Alveolar Fibroblast
B14_B001773.gencode.vH29	Alveolar Fibroblast
B15_B001774.gencode.vH29	Alveolar Fibroblast
B15_B002464.gencode.vH29	Alveolar Fibroblast
B16_B001769.gencode.vH29	Alveolar Fibroblast
C10_B001774.gencode.vH29	Alveolar Fibroblast
C10_B002464.gencode.vH29	Alveolar Fibroblast
C11_B001769.gencode.vH29	Alveolar Fibroblast
C14_B001769.gencode.vH29	Alveolar Fibroblast
C16_B001774.gencode.vH29	Alveolar Fibroblast
C16_B002461.gencode.vH29	Alveolar Fibroblast
C16_B002464.gencode.vH29	Alveolar Fibroblast
C9_B001773.gencode.vH29	Alveolar Fibroblast
D10_B001773.gencode.vH29	Alveolar Fibroblast
D10_B002461.gencode.vH29	Alveolar Fibroblast
D11_B002464.gencode.vH29	Alveolar Fibroblast
D13_B001769.gencode.vH29	Alveolar Fibroblast
D14_B001773.gencode.vH29	Alveolar Fibroblast
D15_B001769.gencode.vH29	Alveolar Fibroblast
D15_B001774.gencode.vH29	Alveolar Fibroblast
D16_B001769.gencode.vH29	Alveolar Fibroblast
E12_B001774.gencode.vH29	Alveolar Fibroblast
E12_B002461.gencode.vH29	Alveolar Fibroblast
E13_B001774.gencode.vH29	Alveolar Fibroblast
E13_B002464.gencode.vH29	Alveolar Fibroblast
E14_B002461.gencode.vH29	Alveolar Fibroblast
E15_B001769.gencode.vH29	Alveolar Fibroblast
E15_B001774.gencode.vH29	Alveolar Fibroblast
E16_B001773.gencode.vH29	Alveolar Fibroblast
F10_B001774.gencode.vH29	Alveolar Fibroblast
F10_B002461.gencode.vH29	Alveolar Fibroblast
F11_B002464.gencode.vH29	Alveolar Fibroblast
F13_B001769.gencode.vH29	Alveolar Fibroblast
F14_B001769.gencode.vH29	Alveolar Fibroblast
F16_B001769.gencode.vH29	Alveolar Fibroblast
G10_B002461.gencode.vH29	Alveolar Fibroblast
G11_B002464.gencode.vH29	Alveolar Fibroblast
G12_B002461.gencode.vH29	Alveolar Fibroblast
G13_B002464.gencode.vH29	Alveolar Fibroblast
G15_B002464.gencode.vH29	Alveolar Fibroblast
G9_B001769.gencode.vH29	Alveolar Fibroblast
H11_B001773.gencode.vH29	Alveolar Fibroblast
H11_B002461.gencode.vH29	Alveolar Fibroblast
H13_B001772.gencode.vH29	Alveolar Fibroblast
H14_B001773.gencode.vH29	Alveolar Fibroblast
H14_B001774.gencode.vH29	Alveolar Fibroblast
H15_B001773.gencode.vH29	Alveolar Fibroblast
H15_B002461.gencode.vH29	Alveolar Fibroblast
H9_B001772.gencode.vH29	Alveolar Fibroblast
H9_B001773.gencode.vH29	Alveolar Fibroblast
H9_B002464.gencode.vH29	Alveolar Fibroblast
I10_B001772.gencode.vH29	Alveolar Fibroblast
I10_B001773.gencode.vH29	Alveolar Fibroblast
I10_B002461.gencode.vH29	Alveolar Fibroblast
I10_B002464.gencode.vH29	Alveolar Fibroblast
I11_B001769.gencode.vH29	Alveolar Fibroblast
I12_B001774.gencode.vH29	Alveolar Fibroblast
I12_B002461.gencode.vH29	Alveolar Fibroblast
I13_B001769.gencode.vH29	Alveolar Fibroblast
I14_B001773.gencode.vH29	Alveolar Fibroblast
I14_B001774.gencode.vH29	Alveolar Fibroblast
I14_B002464.gencode.vH29	Alveolar Fibroblast
I15_B002464.gencode.vH29	Alveolar Fibroblast
I16_B001769.gencode.vH29	Alveolar Fibroblast
J11_B001774.gencode.vH29	Alveolar Fibroblast
J12_B001769.gencode.vH29	Alveolar Fibroblast
J13_B001769.gencode.vH29	Alveolar Fibroblast
J13_B001773.gencode.vH29	Alveolar Fibroblast
J13_B001774.gencode.vH29	Alveolar Fibroblast
J14_B001773.gencode.vH29	Alveolar Fibroblast
J14_B002464.gencode.vH29	Alveolar Fibroblast
J15_B002461.gencode.vH29	Alveolar Fibroblast
J9_B002461.gencode.vH29	Alveolar Fibroblast
J9_B002464.gencode.vH29	Alveolar Fibroblast
K10_B001769.gencode.vH29	Alveolar Fibroblast
K10_B001772.gencode.vH29	Alveolar Fibroblast
K11_B002464.gencode.vH29	Alveolar Fibroblast
K12_B001774.gencode.vH29	Alveolar Fibroblast
K13_B001773.gencode.vH29	Alveolar Fibroblast
L11_B001773.gencode.vH29	Alveolar Fibroblast
L11_B002464.gencode.vH29	Alveolar Fibroblast
L12_B001769.gencode.vH29	Alveolar Fibroblast
L12_B001774.gencode.vH29	Alveolar Fibroblast
L14_B001773.gencode.vH29	Alveolar Fibroblast
L15_B001774.gencode.vH29	Alveolar Fibroblast
L15_B002461.gencode.vH29	Alveolar Fibroblast
L16_B001769.gencode.vH29	Alveolar Fibroblast
L16_B002464.gencode.vH29	Alveolar Fibroblast
L9_B002461.gencode.vH29	Alveolar Fibroblast
M13_B002461.gencode.vH29	Alveolar Fibroblast
M9_B001774.gencode.vH29	Alveolar Fibroblast
N13_B001773.gencode.vH29	Alveolar Fibroblast
N15_B001769.gencode.vH29	Alveolar Fibroblast
N16_B002461.gencode.vH29	Alveolar Fibroblast
N9_B001769.gencode.vH29	Alveolar Fibroblast
N9_B001773.gencode.vH29	Alveolar Fibroblast
O10_B002464.gencode.vH29	Alveolar Fibroblast
O11_B001773.gencode.vH29	Alveolar Fibroblast
O11_B002464.gencode.vH29	Alveolar Fibroblast
O16_B001773.gencode.vH29	Alveolar Fibroblast
O17_B002461.gencode.vH29	Alveolar Fibroblast
P12_B001773.gencode.vH29	Alveolar Fibroblast
P14_B001773.gencode.vH29	Alveolar Fibroblast
P15_B002464.gencode.vH29	Alveolar Fibroblast
K9_B001771.gencode.vH29	Alveolar Fibroblast
M12_B001772.gencode.vH29	Alveolar Fibroblast
A11_B001774.gencode.vH29	Myofibroblast
A13_B002461.gencode.vH29	Fibromyocyte
B12_B001772.gencode.vH29	Myofibroblast
B13_B002464.gencode.vH29	Fibromyocyte
B15_B001771.gencode.vH29	Myofibroblast
B23_B002461.gencode.vH29	Fibromyocyte
B9_B001771.gencode.vH29	Myofibroblast
C10_B001769.gencode.vH29	Myofibroblast
C11_B001774.gencode.vH29	Myofibroblast
C13_B001774.gencode.vH29	Myofibroblast
D9_B001772.gencode.vH29	Myofibroblast
E11_B002464.gencode.vH29	Myofibroblast
E12_B002464.gencode.vH29	Fibromyocyte
E16_B001772.gencode.vH29	Myofibroblast
F10_B001773.gencode.vH29	Fibromyocyte
F12_B001769.gencode.vH29	Myofibroblast
F12_B001771.gencode.vH29	Myofibroblast
F12_B001772.gencode.vH29	Myofibroblast
F12_B001774.gencode.vH29	Myofibroblast
F16_B001771.gencode.vH29	Myofibroblast
F9_B001772.gencode.vH29	Myofibroblast
G10_B001769.gencode.vH29	Myofibroblast
G13_B001773.gencode.vH29	Alveolar Fibroblast
G14_B001769.gencode.vH29	Fibromyocyte
G15_B001769.gencode.vH29	Myofibroblast
G16_B001771.gencode.vH29	Adventitial Fibroblast
G16_B001774.gencode.vH29	Myofibroblast
G9_B001771.gencode.vH29	Myofibroblast
H15_B002464.gencode.vH29	Myofibroblast
I11_B002464.gencode.vH29	Myofibroblast
I12_B001773.gencode.vH29	Myofibroblast
I13_B001772.gencode.vH29	Myofibroblast
I9_B001771.gencode.vH29	Fibromyocyte
I9_B002464.gencode.vH29	Fibromyocyte
J13_B002461.gencode.vH29	Myofibroblast
J14_B001771.gencode.vH29	Myofibroblast
J16_B001772.gencode.vH29	Fibromyocyte
K10_B001771.gencode.vH29	Myofibroblast
K11_B001772.gencode.vH29	Myofibroblast
K12_B001771.gencode.vH29	Myofibroblast
K13_B002461.gencode.vH29	Myofibroblast
K15_B002461.gencode.vH29	Myofibroblast
K9_B002461.gencode.vH29	Myofibroblast
L10_B001774.gencode.vH29	Myofibroblast
L10_B002464.gencode.vH29	Fibromyocyte
L12_B001771.gencode.vH29	Myofibroblast
L13_B001771.gencode.vH29	Myofibroblast
M10_B001769.gencode.vH29	Fibromyocyte
M10_B001773.gencode.vH29	Myofibroblast
M11_B002461.gencode.vH29	Myofibroblast
M16_B001771.gencode.vH29	Myofibroblast
O10_B001771.gencode.vH29	Myofibroblast
O12_B001774.gencode.vH29	Myofibroblast
O14_B001773.gencode.vH29	Myofibroblast
O15_B002461.gencode.vH29	Fibromyocyte
C15_B001771.gencode.vH29	Myofibroblast
C14_B002461.gencode.vH29	Adventitial Fibroblast
O9_B002461.gencode.vH29	Adventitial Fibroblast
C15_B002464.gencode.vH29	Adventitial Fibroblast
A12_B002464.gencode.vH29	Adventitial Fibroblast
A23_B001772.gencode.vH29	Adventitial Fibroblast
B11_B001773.gencode.vH29	Adventitial Fibroblast
B12_B001769.gencode.vH29	Adventitial Fibroblast
B13_B001771.gencode.vH29	Adventitial Fibroblast
B13_B001773.gencode.vH29	Adventitial Fibroblast
B14_B001769.gencode.vH29	Adventitial Fibroblast
B16_B001771.gencode.vH29	Adventitial Fibroblast
B21_B002460.gencode.vH29	Adventitial Fibroblast
B9_B002460.gencode.vH29	Adventitial Fibroblast
C10_B002461.gencode.vH29	Adventitial Fibroblast
C11_B001772.gencode.vH29	Adventitial Fibroblast
C12_B001773.gencode.vH29	Adventitial Fibroblast
C16_B001771.gencode.vH29	Adventitial Fibroblast
C16_B001773.gencode.vH29	Adventitial Fibroblast
C18_B001773.gencode.vH29	Adventitial Fibroblast
C19_B001773.gencode.vH29	Adventitial Fibroblast
C20_B003269.gencode.vH29	Adventitial Fibroblast
C23_B001773.gencode.vH29	Adventitial Fibroblast
D12_B002464.gencode.vH29	Adventitial Fibroblast
D16_B001774.gencode.vH29	Adventitial Fibroblast
D19_B002460.gencode.vH29	Adventitial Fibroblast
D9_B002461.gencode.vH29	Adventitial Fibroblast
E10_B001769.gencode.vH29	Adventitial Fibroblast
E11_B001769.gencode.vH29	Adventitial Fibroblast
E15_B001772.gencode.vH29	Adventitial Fibroblast
E15_B002461.gencode.vH29	Adventitial Fibroblast
E16_B001771.gencode.vH29	Adventitial Fibroblast
F10_B001772.gencode.vH29	Adventitial Fibroblast
F23_B003269.gencode.vH29	Adventitial Fibroblast
G11_B002461.gencode.vH29	Adventitial Fibroblast
G13_B001771.gencode.vH29	Alveolar Fibroblast
G14_B001773.gencode.vH29	Adventitial Fibroblast
G15_B002461.gencode.vH29	Adventitial Fibroblast
G23_B002460.gencode.vH29	Adventitial Fibroblast
H13_B001773.gencode.vH29	Adventitial Fibroblast
H13_B002461.gencode.vH29	Adventitial Fibroblast
H16_B001769.gencode.vH29	Adventitial Fibroblast
H21_B002460.gencode.vH29	Adventitial Fibroblast
H9_B002461.gencode.vH29	Adventitial Fibroblast
I10_B001771.gencode.vH29	Adventitial Fibroblast
I10_B001774.gencode.vH29	Adventitial Fibroblast
I11_B001773.gencode.vH29	Adventitial Fibroblast
I11_B002461.gencode.vH29	Adventitial Fibroblast
I11_B003269.gencode.vH29	Adventitial Fibroblast
I14_B002460.gencode.vH29	Adventitial Fibroblast
I9_B002461.gencode.vH29	Adventitial Fibroblast
J10_B001769.gencode.vH29	Adventitial Fibroblast
J18_B003269.gencode.vH29	Adventitial Fibroblast
J20_B002461.gencode.vH29	Adventitial Fibroblast
K10_B001773.gencode.vH29	Adventitial Fibroblast
K11_B002461.gencode.vH29	Adventitial Fibroblast
K12_B002461.gencode.vH29	Adventitial Fibroblast
K13_B001771.gencode.vH29	Adventitial Fibroblast
K15_B002460.gencode.vH29	Adventitial Fibroblast
K16_B001773.gencode.vH29	Adventitial Fibroblast
K23_B002460.gencode.vH29	Adventitial Fibroblast
L10_B002461.gencode.vH29	Adventitial Fibroblast
L11_B001769.gencode.vH29	Adventitial Fibroblast
L11_B001772.gencode.vH29	Adventitial Fibroblast
L13_B001769.gencode.vH29	Adventitial Fibroblast
L9_B001772.gencode.vH29	Adventitial Fibroblast
L9_B001773.gencode.vH29	Adventitial Fibroblast
M10_B001772.gencode.vH29	Adventitial Fibroblast
M11_B001773.gencode.vH29	Adventitial Fibroblast
M12_B002461.gencode.vH29	Adventitial Fibroblast
M13_B001771.gencode.vH29	Adventitial Fibroblast
M14_B001772.gencode.vH29	Adventitial Fibroblast
M14_B002461.gencode.vH29	Adventitial Fibroblast
M15_B002461.gencode.vH29	Adventitial Fibroblast
M16_B001769.gencode.vH29	Adventitial Fibroblast
M17_B002460.gencode.vH29	Adventitial Fibroblast
M18_B003269.gencode.vH29	Adventitial Fibroblast
